Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
BALNEARIO PINHAL,8,12,0,0,0,4,0,1,2,3,6,7
BARAO,0,0,0,0,0,0,0,0,1,0,0,1
BARAO DO COTEGIPE,0,2,1,0,0,1,0,2,1,1,2,1
BARAO DO TRIUNFO,0,0,0,1,0,0,0,1,0,0,1,0
BARRA DO GUARITA,0,0,0,1,0,0,0,0,0,1,0,1
BARRA DO QUARAI,2,0,1,0,0,1,2,0,3,0,0,0
BARRA DO RIBEIRO,3,1,1,1,2,1,2,0,1,3,3,0
BARRA DO RIO AZUL,0,0,0,0,0,0,0,0,0,0,0,0
BARRA FUNDA,0,0,0,0,0,0,0,0,0,0,0,0
BARRACAO,2,1,0,0,0,0,0,0,0,1,0,1
BARROS CASSAL,1,0,0,1,0,0,1,2,1,0,0,0
BENJAMIN CONSTANT DO SUL,0,0,0,0,0,0,0,1,0,0,0,0
BENTO GONCALVES,17,21,10,10,9,16,14,10,11,15,12,21
BOA VISTA DAS MISSOES,0,0,1,0,0,0,0,0,0,0,1,3
BOA VISTA DO BURICA,0,0,1,0,0,0,1,1,0,0,0,1
BOA VISTA DO CADEADO,0,0,0,0,0,0,1,0,0,1,0,0
BOA VISTA DO INCRA,0,0,1,0,0,0,0,0,0,0,1,0
BOA VISTA DO SUL,0,0,0,0,1,0,0,0,0,0,0,0
BOM JESUS,1,2,1,1,2,2,1,0,2,2,1,3
BOM PRINCIPIO,3,2,1,3,0,1,2,1,1,2,1,0
BOM PROGRESSO,0,0,2,0,0,0,0,0,1,1,0,1
BOM RETIRO DO SUL,3,3,0,3,0,0,1,2,0,0,0,1
BOQUEIRAO DO LEAO,1,0,0,0,1,0,0,1,1,0,0,1
BOSSOROCA,0,1,1,0,0,0,0,0,0,0,2,0
BOZANO,0,0,0,0,0,1,0,0,1,0,0,0
BRAGA,0,1,0,1,1,1,0,0,0,0,0,0
BROCHIER,0,0,0,0,0,0,1,0,1,2,0,0
BUTIA,3,3,2,2,2,6,2,2,1,6,2,4
CACAPAVA DO SUL,14,9,6,6,7,2,1,3,7,4,6,9
CACEQUI,1,5,0,0,2,1,2,0,4,1,3,3
CACHOEIRA DO SUL,16,14,11,5,6,12,10,9,8,13,8,11
CACHOEIRINHA,30,31,27,10,17,18,9,10,8,12,23,24
CACIQUE DOBLE,1,2,0,0,1,1,0,1,1,0,1,1
CAIBATE,0,0,0,2,0,0,0,1,1,0,1,1
CAICARA,0,2,2,0,1,0,0,2,0,2,1,0
CAMAQUA,18,14,9,8,8,10,8,4,6,8,14,5
CAMARGO,0,0,0,0,0,1,0,0,0,0,0,0
CAMBARA DO SUL,1,0,1,0,0,0,1,1,0,0,3,1
CAMPESTRE DA SERRA,0,0,1,0,0,0,0,3,0,0,1,0
CAMPINA DAS MISSOES,1,1,0,2,2,1,0,0,2,0,0,0
CAMPINAS DO SUL,0,1,0,1,0,1,0,1,0,1,2,0
CAMPO BOM,5,5,4,4,7,5,5,7,6,5,10,9
CAMPO NOVO,3,1,2,0,1,0,0,0,1,2,2,3
CAMPOS BORGES,1,0,0,0,0,0,1,1,0,0,0,1
CANDELARIA,6,5,3,2,4,1,1,4,3,3,3,7
CANDIDO GODOI,0,0,0,0,0,0,0,0,1,0,0,3
CANDIOTA,2,3,1,1,0,0,0,1,0,2,0,4
CANELA,15,13,13,9,8,8,7,8,15,6,5,11
CANGUCU,1,3,3,2,2,3,4,4,7,5,4,3
CANOAS,83,68,67,58,46,38,34,71,52,54,62,70
CANUDOS DO VALE,0,0,0,0,0,0,0,0,0,0,0,0
CAPAO BONITO DO SUL,0,1,0,1,0,0,0,0,0,0,0,0
CAPAO DA CANOA,25,22,8,8,11,5,6,6,12,7,23,13
CAPAO DO CIPO,0,2,2,0,0,0,0,0,0,0,1,0
CAPAO DO LEAO,6,7,4,4,2,4,4,7,4,4,5,2
CAPELA DE SANTANA,5,1,1,0,0,3,1,2,1,2,0,2
CAPITAO,0,1,1,0,0,0,0,1,0,0,0,0
CAPIVARI DO SUL,1,1,1,0,0,0,0,0,0,0,0,1
CARAA,1,1,0,0,2,0,1,1,0,0,1,1
CARAZINHO,8,8,12,17,16,7,4,10,14,13,8,8
CARLOS BARBOSA,4,1,3,3,1,1,0,1,2,1,2,1
CARLOS GOMES,0,0,0,1,0,0,0,0,0,2,1,0
CASCA,0,3,0,0,0,0,1,1,1,0,4,1
CASEIROS,1,0,0,0,0,0,0,0,1,2,0,0
CATUIPE,2,2,1,1,2,0,1,3,0,1,2,1
CAXIAS DO SUL,64,69,71,39,43,35,52,49,58,58,71,51
CENTENARIO,0,1,0,0,0,0,0,0,0,1,0,0
CERRITO,0,0,1,0,1,0,1,0,0,1,0,0
CERRO BRANCO,0,1,1,0,0,0,0,2,0,0,0,2
CERRO GRANDE,1,1,1,0,0,0,1,0,0,0,0,0
CERRO GRANDE DO SUL,1,1,2,1,0,0,0,0,0,0,2,2
CERRO LARGO,2,1,2,1,2,0,0,1,1,1,0,0
CHAPADA,1,0,1,1,0,1,0,0,0,1,3,1
CHARQUEADAS,13,6,11,1,7,4,0,5,1,5,6,3
CHARRUA,1,1,0,0,0,0,0,0,1,2,1,0
CHIAPETTA,0,0,1,0,0,0,0,0,0,1,0,1
CHUI,1,1,2,0,0,0,0,0,1,0,1,3
CHUVISCA,1,0,0,1,1,1,0,0,0,0,0,1
CIDREIRA,13,11,3,3,1,3,2,5,2,4,2,6
CIRIACO,0,0,0,1,0,0,0,1,0,1,0,0
COLINAS,0,1,1,0,0,0,0,0,1,0,0,1
COLORADO,0,0,0,0,1,0,0,0,0,0,0,0
CONDOR,1,0,0,2,0,1,0,0,1,1,1,0
CONSTANTINA,1,0,0,1,0,1,0,0,1,1,1,0
COQUEIRO BAIXO,1,0,0,0,0,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,0,0,0,0,0,0,0,1,0,0
CORONEL BARROS,1,1,0,0,1,0,0,0,0,0,0,0
CORONEL BICACO,0,1,1,2,3,1,1,1,1,1,2,0
CORONEL PILAR,0,0,0,0,0,0,0,0,0,1,0,0
COTIPORA,0,0,0,0,0,0,0,0,0,0,0,0
COXILHA,0,0,1,0,0,0,0,0,0,0,0,1
CRISSIUMAL,4,5,0,1,2,1,1,1,1,2,1,1
CRISTAL,1,1,2,0,1,0,2,0,0,0,1,2
CRISTAL DO SUL,1,0,0,0,1,0,0,0,1,1,0,0
CRUZ ALTA,20,14,16,12,7,10,9,7,17,18,11,11
CRUZALTENSE,0,0,0,0,0,0,0,0,0,0,2,0
CRUZEIRO DO SUL,2,4,2,2,1,1,1,1,0,1,2,0
DAVID CANABARRO,0,0,1,0,1,1,0,1,2,0,0,0
DERRUBADAS,0,0,0,0,0,0,0,1,1,0,2,0
DEZESSEIS DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,0
DILERMANDO DE AGUIAR,0,0,0,0,0,0,0,0,0,1,0,1
DOIS IRMAOS,2,3,1,3,2,1,6,4,2,4,1,5
DOIS IRMAOS DAS MISSOES,0,0,0,1,0,0,0,0,0,0,0,0
DOIS LAJEADOS,0,0,0,0,1,0,0,0,0,0,0,0
DOM FELICIANO,1,1,1,1,1,3,0,0,2,2,1,1
DOM PEDRITO,7,11,15,8,5,5,4,3,4,2,8,8
DOM PEDRO DE ALCANTARA,0,0,0,0,0,0,0,0,0,0,0,0
DONA FRANCISCA,0,0,1,1,0,0,0,1,0,1,0,0
DR MAURICIO CARDOSO,0,1,0,0,0,1,0,0,1,0,1,0
DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,0,0,0
ELDORADO DO SUL,8,10,7,3,7,5,2,2,3,4,7,6
ENCANTADO,5,3,5,1,1,2,1,1,2,1,3,2
ENCRUZILHADA DO SUL,4,1,1,1,5,1,0,0,0,1,4,6
ENGENHO VELHO,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,0,0,1,0,0,0,0,0,0,2,0,1
ENTRE IJUIS,2,1,0,0,0,0,0,0,1,0,0,0
EREBANGO,1,0,0,0,1,2,0,0,0,2,0,1
ERECHIM,21,28,22,17,20,28,20,19,28,34,22,18
ERNESTINA,0,0,1,1,0,0,0,0,0,0,2,0
ERVAL GRANDE,0,0,0,0,0,2,0,0,0,3,1,1
ERVAL SECO,1,0,1,3,0,0,0,0,0,0,3,0
ESMERALDA,0,0,0,1,0,0,1,0,1,1,2,2
ESPERANCA DO SUL,1,0,0,0,2,0,0,0,0,1,0,0
ESPUMOSO,3,2,1,3,1,1,4,2,1,3,3,3
ESTACAO,1,0,0,2,0,0,0,1,0,0,0,2
ESTANCIA VELHA,9,10,3,5,4,2,5,5,3,2,8,4
ESTEIO,8,15,17,11,10,12,6,14,12,13,15,15
ESTRELA,1,2,3,3,1,2,5,1,3,1,4,3
ESTRELA VELHA,0,0,0,0,0,0,0,0,0,1,0,1
EUGENIO DE CASTRO,1,1,0,0,0,0,0,0,0,0,0,0
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,9,15,8,10,6,6,7,11,10,16,13,12
FAXINAL DO SOTURNO,4,1,1,1,0,0,1,1,0,0,0,0
FAXINALZINHO,1,0,0,0,1,0,1,0,0,0,0,0
FAZENDA VILA NOVA,0,0,2,1,0,0,0,2,2,0,0,1
FELIZ,2,1,1,0,0,0,2,0,1,0,1,1
FLORES DA CUNHA,5,5,3,1,3,2,2,2,1,0,5,3
FLORIANO PEIXOTO,0,0,1,0,0,0,1,0,1,0,0,0
FONTOURA XAVIER,1,1,0,0,1,0,0,1,1,0,0,1
FORMIGUEIRO,2,1,0,0,0,0,1,0,0,2,0,0
FORQUETINHA,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,0,0,0,0,0,0,0,0,0,1,0,1
FREDERICO WESTPHALEN,3,6,2,4,3,1,6,2,2,4,6,5
GARIBALDI,5,4,3,2,1,2,1,0,2,3,3,6
GARRUCHOS,0,0,0,0,0,0,0,0,0,0,0,0
GAURAMA,1,1,0,0,2,1,1,0,0,0,0,1
GENERAL CAMARA,0,4,1,3,2,0,0,0,1,0,0,0
GENTIL,0,0,1,0,0,0,0,1,0,1,3,0
GETULIO VARGAS,0,3,1,3,3,2,2,1,5,4,2,1
GIRUA,4,1,1,3,0,3,3,0,3,1,3,2
GLORINHA,0,0,0,0,0,2,0,0,0,0,2,0
GRAMADO,4,4,14,6,1,9,5,6,5,9,7,6
GRAMADO DOS LOUREIROS,1,0,0,0,0,0,0,1,0,0,1,0
GRAMADO XAVIER,1,0,0,0,0,0,0,0,0,0,0,0
GRAVATAI,49,53,45,29,21,33,25,25,43,36,31,25
GUABIJU,0,0,0,0,0,0,2,0,0,0,1,0
GUAIBA,24,15,20,21,12,13,10,29,10,10,13,16
GUAPORE,2,1,3,0,1,2,2,0,1,1,1,4
GUARANI DAS MISSOES,2,2,2,1,1,1,0,1,0,2,1,0
HARMONIA,0,0,0,0,0,0,0,0,0,0,1,1
HERVAL,1,1,1,0,0,1,0,0,2,1,1,0
HERVEIRAS,1,0,0,0,0,0,0,1,0,2,0,1
HORIZONTINA,9,1,2,2,1,0,1,1,1,4,3,0
HULHA NEGRA,1,1,0,1,0,0,1,0,0,2,2,3
HUMAITA,1,0,0,0,0,0,0,0,0,3,0,1
IBARAMA,1,1,1,0,0,0,0,1,0,0,0,0
IBIACA,0,0,0,0,1,0,0,0,2,1,0,0
IBIRAIARAS,1,1,0,0,0,0,0,2,1,0,0,0
IBIRAPUITA,1,1,0,1,0,0,1,1,0,0,3,0
IBIRUBA,2,0,0,1,1,0,1,1,1,0,0,0
IGREJINHA,12,6,7,7,7,5,1,6,7,9,5,5
IJUI,36,25,23,19,18,15,10,15,19,14,18,30
ILOPOLIS,1,2,0,0,0,1,0,0,0,0,0,0
IMBE,12,11,5,2,3,3,5,2,1,5,4,18
IMIGRANTE,1,0,0,0,2,0,0,0,0,1,0,0
INDEPENDENCIA,0,1,0,0,0,0,2,0,1,0,1,2
INHACORA,0,0,0,0,0,1,0,1,0,1,1,0
IPE,0,0,1,1,0,1,0,0,0,0,0,0
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,1
IRAI,0,2,1,2,1,2,2,4,1,2,0,1
ITAARA,0,0,0,1,2,0,1,0,0,0,3,0
ITACURUBI,0,0,1,0,0,0,0,0,0,0,1,0
ITAPUCA,0,0,0,0,0,0,0,0,1,0,0,0
ITAQUI,9,3,6,8,3,4,4,5,3,6,10,7
ITATI,1,1,0,0,0,1,0,0,0,0,0,0
ITATIBA DO SUL,0,0,0,0,0,0,0,0,0,1,0,0
IVORA,0,1,0,0,0,0,0,0,0,0,0,0
IVOTI,1,2,0,0,3,1,2,1,0,2,2,1
JABOTICABA,0,0,0,2,1,0,1,0,1,0,1,0
JACUIZINHO,0,0,0,0,0,0,0,0,2,0,0,0
JACUTINGA,0,0,1,0,0,0,1,0,0,0,0,0
JAGUARAO,14,2,5,6,2,2,7,3,3,4,3,4
JAGUARI,0,2,1,2,0,0,1,1,1,1,1,2
JAQUIRANA,0,0,0,1,0,1,0,0,0,1,0,0
JARI,0,0,0,0,1,0,0,0,0,0,0,0
JOIA,0,0,1,0,2,2,1,0,1,0,0,0
JULIO DE CASTILHOS,4,3,2,2,5,4,1,3,3,10,6,4
LAGOA BONITA DO SUL,1,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS TRES CANTOS,0,0,0,0,0,1,1,0,0,0,0,0
LAGOA VERMELHA,4,8,3,5,3,2,5,1,3,4,8,8
LAGOAO,0,0,2,0,1,0,1,0,1,2,1,0
LAJEADO,15,13,9,5,1,8,5,10,9,12,8,9
LAJEADO DO BUGRE,1,0,0,1,1,0,0,0,0,0,0,0
LAVRAS DO SUL,2,5,1,0,0,0,0,0,0,0,1,0
LIBERATO SALZANO,0,0,0,0,0,0,0,0,0,0,0,1
LINDOLFO COLLOR,1,0,0,0,0,0,0,1,1,1,2,1
LINHA NOVA,1,0,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,1,0,1,1,1,0,0,0,0,0
MACHADINHO,1,0,1,0,0,2,1,1,3,0,1,0
MAMPITUBA,0,0,0,1,0,1,1,0,0,1,0,0
MANOEL VIANA,1,1,0,0,0,0,0,0,0,0,0,1
MAQUINE,0,0,0,0,0,2,2,0,2,1,0,1
MARATA,1,0,0,0,0,1,0,0,0,0,0,0
MARAU,6,7,6,4,4,3,5,4,4,6,9,4
MARCELINO RAMOS,0,1,1,1,1,1,0,1,0,1,2,2
MARIANA PIMENTEL,1,0,0,1,0,0,0,0,1,0,1,1
MARIANO MORO,0,1,0,0,0,0,1,0,0,0,1,1
MARQUES DE SOUZA,0,0,0,0,1,1,1,0,0,1,1,0
MATA,2,0,0,0,1,0,0,0,0,0,1,0
MATO CASTELHANO,0,0,0,0,0,0,2,0,1,1,1,1
MATO LEITAO,0,1,0,0,0,0,0,0,0,0,0,1
MATO QUEIMADO,0,0,0,0,0,0,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,0,1,0,1,1,0,0,0,1,1,0,0
MINAS DO LEAO,1,2,1,1,0,0,1,1,0,0,1,2
MIRAGUAI,1,1,1,0,1,0,1,0,2,0,1,2
MONTAURI,1,0,1,0,0,0,0,1,0,0,0,0
MONTE ALEGRE DOS CAMPOS,1,0,1,0,0,0,0,0,0,0,0,1
MONTE BELO DO SUL,0,0,1,0,1,0,0,0,0,0,0,1
MONTENEGRO,20,7,5,7,6,3,2,11,10,8,8,7
MORMACO,1,1,0,0,0,0,0,0,0,1,0,0
MORRINHOS DO SUL,0,0,0,1,0,0,0,0,0,0,0,0
MORRO REDONDO,0,0,0,0,0,0,0,0,0,0,0,1
MORRO REUTER,0,0,1,0,0,1,0,0,0,2,0,0
MOSTARDAS,2,2,2,2,1,1,1,3,1,0,1,1
MUCUM,0,1,3,0,1,0,0,0,1,0,3,0
MUITOS CAPOES,0,0,0,0,0,1,1,0,0,0,1,0
MULITERNO,0,2,0,0,0,0,0,1,0,0,0,0
NAO ME TOQUE,4,0,0,1,1,0,0,0,1,0,3,1
NICOLAU VERGUEIRO,0,0,1,0,0,1,0,1,0,0,0,0
NONOAI,1,2,1,3,2,0,1,3,2,1,2,2
NOVA ALVORADA,0,0,0,0,0,0,0,0,0,1,0,0
NOVA ARACA,0,2,0,0,0,0,0,0,0,0,1,1
NOVA BASSANO,1,1,1,0,1,0,0,1,1,0,2,1
NOVA BOA VISTA,0,0,0,0,0,0,0,1,0,0,0,0
NOVA BRESCIA,0,0,0,0,1,0,1,0,1,0,0,2
NOVA CANDELARIA,0,0,0,1,0,0,0,0,1,0,0,0
NOVA ESPERANCA DO SUL,2,1,0,0,0,0,0,0,0,1,0,0
NOVA HARTZ,0,2,3,0,2,2,1,1,1,5,2,2
NOVA PADUA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,0,1,0,3,0,1,0,3,0,2,0,0
NOVA PETROPOLIS,1,2,4,0,1,2,0,1,3,1,3,1
NOVA PRATA,2,9,2,0,2,2,3,3,0,2,1,3
NOVA RAMADA,0,1,1,0,0,0,0,0,0,1,0,0
NOVA ROMA DO SUL,0,0,0,0,0,0,0,0,1,0,0,0
NOVA SANTA RITA,6,4,2,2,2,5,1,4,1,3,1,6
NOVO BARREIRO,0,2,0,0,0,1,1,0,0,0,0,0
NOVO CABRAIS,0,0,0,0,0,0,1,1,0,0,3,2
NOVO HAMBURGO,33,38,32,20,21,28,23,22,22,27,21,38
NOVO MACHADO,0,0,0,1,0,0,1,0,0,0,0,0
NOVO TIRADENTES,0,0,0,1,0,0,0,0,0,0,0,0
NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,12,11,10,3,4,6,0,6,7,7,9,11
PAIM FILHO,1,0,0,0,0,0,0,0,0,0,1,0
PALMARES DO SUL,10,3,5,1,1,0,1,1,1,2,4,5
PALMEIRA DAS MISSOES,13,8,10,9,1,2,4,5,13,6,7,8
PALMITINHO,0,2,0,0,0,0,0,1,0,1,0,0
PANAMBI,4,6,3,11,3,4,4,3,3,6,6,3
PANTANO GRANDE,1,2,0,0,0,1,0,1,0,1,1,2
PARAI,0,0,1,0,0,0,1,0,0,0,0,2
PARAISO DO SUL,0,1,0,0,2,0,0,0,0,0,2,0
PARECI NOVO,0,0,2,0,1,0,3,0,0,0,1,0
PAROBE,9,13,9,5,7,4,1,4,13,9,7,13
PASSA SETE,0,1,1,0,1,0,0,1,1,0,0,1
PASSO DO SOBRADO,0,0,4,0,0,0,0,0,1,0,0,1
PASSO FUNDO,62,37,53,26,30,25,32,36,35,43,46,57
PAULO BENTO,0,0,0,0,1,0,0,0,0,0,1,0
PAVERAMA,0,0,0,0,0,1,0,0,1,1,1,3
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO OSORIO,5,1,4,1,0,0,0,0,0,3,2,0
PEJUCARA,0,1,0,0,0,1,0,1,1,0,1,1
PELOTAS,85,70,70,45,51,36,47,45,56,48,54,64
PICADA CAFE,0,0,0,0,0,0,0,1,0,0,0,0
PINHAL,0,0,0,0,0,0,0,1,0,0,0,2
PINHAL DA SERRA,0,0,0,1,0,0,0,0,1,0,0,0
PINHAL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRINHO DO VALE,1,0,0,0,0,0,1,0,1,0,1,0
PINHEIRO MACHADO,2,1,1,0,0,3,0,2,2,1,1,1
PINTO BANDEIRA,0,0,0,0,0,0,0,0,1,0,0,0
PIRAPO,0,0,0,0,0,0,0,0,0,0,0,1
PIRATINI,5,3,2,2,4,1,1,1,1,2,2,4
PLANALTO,0,1,2,0,0,0,0,0,0,3,0,5
POCO DAS ANTAS,0,0,0,0,0,0,0,0,1,0,0,0
PONTAO,1,0,0,0,0,0,0,1,1,1,0,0
PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0
PORTAO,4,4,9,1,1,4,4,1,2,4,9,6
PORTO ALEGRE,313,309,301,212,228,217,208,218,200,280,240,294
PORTO LUCENA,0,0,0,1,0,0,1,0,0,1,0,1
PORTO MAUA,0,0,0,1,0,0,0,0,0,1,1,0
PORTO VERA CRUZ,0,0,0,2,0,0,0,0,0,0,0,0
PORTO XAVIER,4,2,3,3,2,2,1,1,0,1,0,3
POUSO NOVO,0,0,1,0,0,0,0,0,1,0,0,0
PRESIDENTE LUCENA,0,0,0,0,0,0,0,0,0,0,0,0
PROGRESSO,1,0,0,0,0,0,0,0,1,0,1,0
PROTASIO ALVES,0,0,1,0,0,0,0,0,1,0,0,0
PUTINGA,0,0,0,0,0,0,0,0,1,0,0,0
QUARAI,7,4,3,3,1,5,6,8,5,5,3,11
QUATRO IRMAOS,0,0,0,0,0,2,0,0,0,0,0,1
QUEVEDOS,0,0,0,1,0,0,0,0,0,0,0,0
QUINZE DE NOVEMBRO,0,0,0,0,0,0,0,1,0,0,0,0
REDENTORA,1,0,2,1,1,1,1,2,0,6,2,5
RELVADO,0,0,0,0,0,0,0,1,0,0,0,0
RESTINGA SECA,5,0,3,4,0,3,1,1,3,1,1,3
RIO DOS INDIOS,0,0,0,1,0,0,0,0,0,0,0,0
RIO GRANDE,59,52,29,34,18,24,25,21,23,34,29,37
RIO PARDO,5,3,6,5,3,1,2,7,3,2,3,6
RIOZINHO,0,0,0,0,0,0,0,0,1,1,0,1
ROCA SALES,2,1,2,1,0,1,3,1,2,0,3,2
RODEIO BONITO,0,0,1,2,0,0,3,0,1,1,0,0
ROLADOR,0,0,0,0,0,0,0,0,0,0,0,0
ROLANTE,2,2,2,7,0,2,1,3,2,0,1,2
RONDA ALTA,2,2,1,0,0,0,1,1,0,0,2,1
RONDINHA,0,0,0,1,0,0,0,0,0,0,0,0
ROQUE GONZALES,1,0,0,1,0,0,0,4,0,2,1,1
ROSARIO DO SUL,10,4,2,8,7,5,4,1,4,8,6,7
SAGRADA FAMILIA,0,0,1,0,0,0,0,0,0,0,0,0
SALDANHA MARINHO,1,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,5,3,2,1,1,2,1,2,2,4,2,2
SALVADOR DAS MISSOES,0,0,0,0,1,0,0,0,0,0,0,1
SALVADOR DO SUL,1,0,1,0,0,1,0,0,1,0,0,1
SANANDUVA,1,1,2,0,0,1,2,2,1,2,2,2
SANTA BARBARA DO SUL,2,3,0,0,0,2,0,0,1,1,0,0
SANTA CECILIA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CLARA DO SUL,0,1,0,0,0,0,1,0,0,0,1,0
SANTA CRUZ DO SUL,21,17,20,14,12,17,14,19,11,13,16,15
SANTA MARGARIDA DO SUL,1,0,0,0,0,0,0,0,0,1,0,0
SANTA MARIA,78,76,50,25,25,37,28,38,38,52,45,77
SANTA MARIA DO HERVAL,0,1,0,0,1,1,0,0,1,0,0,0
SANTA ROSA,19,11,16,15,8,7,9,10,12,13,13,15
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,5,2,4,5,1,6,4,3,5,2,8,3
SANTANA DA BOA VISTA,1,1,0,2,0,1,1,3,0,1,0,0
SANTANA DO LIVRAMENTO,21,16,16,18,6,7,16,15,17,13,16,11
SANTIAGO,4,8,11,5,8,8,7,7,6,13,12,4
SANTO ANGELO,28,26,18,16,11,7,8,7,11,14,23,18
SANTO ANTONIO DA PATRULHA,3,5,14,4,3,10,0,1,6,5,0,5
SANTO ANTONIO DAS MISSOES,3,0,1,2,0,0,1,0,3,1,1,1
SANTO ANTONIO DO PALMA,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO PLANALTO,1,0,0,1,0,0,0,0,0,0,0,0
SANTO AUGUSTO,4,2,2,4,2,2,0,2,0,1,3,1
SANTO CRISTO,0,1,1,1,0,2,1,1,0,3,1,1
SANTO EXPEDITO DO SUL,0,0,0,0,0,1,0,0,0,0,0,0
SAO BORJA,8,7,12,8,3,13,6,11,5,10,7,10
SAO DOMINGOS DO SUL,0,0,0,0,0,2,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,3,4,3,0,2,2,2,0,2,6,0,1
SAO FRANCISCO DE PAULA,6,5,3,5,4,1,1,3,2,2,5,3
SAO GABRIEL,21,11,18,6,5,4,9,10,11,12,11,7
SAO JERONIMO,4,5,3,0,1,1,2,3,1,1,4,3
SAO JOAO DA URTIGA,0,0,0,0,0,0,0,0,1,0,0,0
SAO JOAO DO POLESINE,0,1,0,0,0,0,0,2,0,0,0,0
SAO JORGE,0,0,0,0,0,0,0,0,0,1,0,0
SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,0,1,0,0
SAO JOSE DO HERVAL,0,1,0,0,0,0,0,1,0,0,0,0
SAO JOSE DO HORTENCIO,0,1,0,0,0,1,0,0,0,0,0,0
SAO JOSE DO INHACORA,0,0,1,0,0,2,0,0,1,0,0,0
SAO JOSE DO NORTE,3,4,3,2,4,7,0,1,2,2,2,6
SAO JOSE DO OURO,1,2,0,0,0,0,0,0,1,2,0,1
SAO JOSE DO SUL,0,0,0,0,0,1,0,0,0,0,0,1
SAO JOSE DOS AUSENTES,0,0,0,0,1,0,0,0,1,0,0,0
SAO LEOPOLDO,52,45,42,25,30,30,18,30,37,37,36,53
SAO LOURENCO DO SUL,13,5,3,2,2,4,3,7,6,1,4,4
SAO LUIZ GONZAGA,6,12,3,3,6,4,3,6,6,1,4,5
SAO MARCOS,2,3,2,0,3,1,0,2,2,1,2,3
SAO MARTINHO,1,0,0,0,1,1,0,0,2,0,2,1
SAO MARTINHO DA SERRA,1,0,0,0,0,1,0,0,0,0,0,0
