Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CARLOS GOMES,2,0,0,1,0,0,0,0,0,1,0,0
CASCA,2,2,1,2,2,0,0,0,2,2,1,4
CASEIROS,0,0,0,0,0,0,2,0,1,2,0,0
CATUIPE,5,0,1,1,3,1,1,1,2,1,4,2
CAXIAS DO SUL,123,94,76,76,58,76,75,90,90,88,96,100
CENTENARIO,1,1,0,2,0,2,1,0,0,0,0,0
CERRITO,5,1,2,1,1,0,0,0,0,1,2,4
CERRO BRANCO,1,0,0,1,2,1,3,0,2,0,2,1
CERRO GRANDE,0,0,0,0,0,2,0,0,0,0,0,0
CERRO GRANDE DO SUL,4,2,2,2,2,2,3,2,1,3,2,4
CERRO LARGO,3,1,5,0,1,0,2,2,0,5,2,1
CHAPADA,1,2,1,0,0,1,0,2,1,0,2,2
CHARQUEADAS,9,7,5,2,6,8,6,6,6,9,11,15
CHARRUA,0,0,0,1,0,0,0,0,0,0,1,0
CHIAPETTA,1,0,0,4,3,2,0,2,2,1,4,0
CHUI,2,3,1,2,0,1,1,1,3,0,1,3
CHUVISCA,2,0,0,0,2,0,0,0,0,2,0,0
CIDREIRA,14,4,2,9,4,8,8,7,4,6,12,11
CIRIACO,3,0,1,3,3,2,1,0,0,1,2,0
COLINAS,1,1,0,0,0,0,0,0,2,1,0,0
COLORADO,1,2,0,1,0,0,0,0,0,0,2,1
CONDOR,1,2,0,0,0,1,0,2,4,1,2,2
CONSTANTINA,7,1,3,5,1,1,3,1,3,1,3,3
COQUEIRO BAIXO,0,0,0,0,0,0,0,1,0,1,0,1
COQUEIROS DO SUL,0,1,0,0,0,0,0,0,0,0,0,0
CORONEL BARROS,0,1,0,1,0,0,2,1,0,3,1,1
CORONEL BICACO,6,2,2,1,0,0,4,0,2,2,2,3
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,0,2,0,0,1,4,3,3,0,0
COXILHA,2,1,0,1,1,0,0,0,1,1,0,1
CRISSIUMAL,10,4,2,2,3,7,8,6,2,6,2,6
CRISTAL,2,4,1,0,2,0,1,0,1,0,7,2
CRISTAL DO SUL,1,0,0,0,0,0,0,1,0,1,2,3
CRUZ ALTA,36,27,26,17,18,11,25,16,14,22,33,20
CRUZALTENSE,0,0,2,0,0,0,0,2,1,0,1,0
CRUZEIRO DO SUL,2,5,2,0,5,3,2,1,1,4,3,3
DAVID CANABARRO,1,0,0,2,1,0,0,0,1,3,0,0
DERRUBADAS,2,1,1,1,1,0,0,1,1,0,1,2
DEZESSEIS DE NOVEMBRO,0,0,1,0,1,1,0,0,0,0,1,1
DILERMANDO DE AGUIAR,1,0,0,0,0,1,1,0,0,0,0,0
DOIS IRMAOS,14,8,11,2,1,5,9,3,3,4,9,3
DOIS IRMAOS DAS MISSOES,0,0,0,0,0,2,0,1,0,0,0,0
DOIS LAJEADOS,0,0,0,0,1,1,2,0,0,0,1,0
DOM FELICIANO,5,2,4,2,0,4,2,6,6,0,2,5
DOM PEDRITO,9,4,3,6,6,8,5,6,4,9,4,10
DOM PEDRO DE ALCANTARA,3,0,0,0,0,0,0,0,0,1,0,1
DONA FRANCISCA,0,0,1,0,4,1,0,2,3,0,1,1
DR MAURICIO CARDOSO,3,2,1,0,0,0,0,1,0,0,1,1
DOUTOR RICARDO,0,0,0,0,0,0,0,2,0,1,0,0
ELDORADO DO SUL,16,17,9,6,7,10,5,12,5,14,11,21
ENCANTADO,6,3,4,4,6,6,7,5,7,7,6,9
ENCRUZILHADA DO SUL,6,10,6,2,3,5,7,7,7,12,5,4
ENGENHO VELHO,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,1,1,2,4,4,1,0,0,0,0,0,0
ENTRE IJUIS,4,1,2,0,1,1,1,1,2,3,6,4
EREBANGO,0,1,0,0,1,0,1,0,0,1,1,5
ERECHIM,55,56,45,30,28,22,37,41,29,40,22,32
ERNESTINA,0,1,0,1,0,1,1,2,0,2,1,0
ERVAL GRANDE,2,2,3,1,3,3,0,2,0,5,3,2
ERVAL SECO,2,2,2,3,1,0,5,0,1,4,1,4
ESMERALDA,1,0,1,3,0,1,0,4,0,1,0,2
ESPERANCA DO SUL,0,0,2,1,1,0,0,1,0,3,1,2
ESPUMOSO,1,5,3,3,2,3,4,2,5,2,7,2
ESTACAO,1,1,0,1,1,1,0,4,2,0,0,0
ESTANCIA VELHA,15,15,18,6,8,11,10,16,12,11,11,9
ESTEIO,34,25,20,15,26,23,19,26,21,22,18,14
ESTRELA,15,10,10,2,6,8,6,8,5,7,5,9
ESTRELA VELHA,0,0,0,0,0,0,0,2,1,0,2,0
EUGENIO DE CASTRO,0,0,1,2,1,0,0,2,2,0,0,1
FAGUNDES VARELA,0,1,0,0,0,0,0,0,1,0,1,0
FARROUPILHA,29,16,18,17,21,11,14,12,18,11,17,20
FAXINAL DO SOTURNO,4,2,5,0,5,1,1,5,1,2,3,3
FAXINALZINHO,0,1,0,0,1,0,0,0,0,0,0,1
FAZENDA VILA NOVA,2,2,1,0,2,0,0,1,2,3,2,1
FELIZ,4,1,3,2,3,2,1,1,2,4,2,1
FLORES DA CUNHA,5,13,8,7,10,2,3,4,8,7,8,4
FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,1,0,2,1
FONTOURA XAVIER,3,0,4,4,1,5,2,3,3,3,1,3
FORMIGUEIRO,3,4,2,0,5,2,0,2,1,1,1,0
FORQUETINHA,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,0,1,0,2,0,0,0,0,0,1,1,1
FREDERICO WESTPHALEN,20,6,14,15,9,5,8,14,17,9,14,14
GARIBALDI,3,3,13,6,5,6,7,11,2,4,3,4
GARRUCHOS,0,0,0,0,1,0,0,0,0,0,0,2
GAURAMA,1,2,3,0,0,2,0,1,0,2,5,1
GENERAL CAMARA,4,1,3,2,0,1,2,1,1,2,4,3
GENTIL,0,1,0,2,0,0,0,0,0,0,0,0
GETULIO VARGAS,6,9,5,5,4,2,5,4,5,6,4,4
GIRUA,3,5,8,2,3,6,11,3,4,4,7,6
GLORINHA,0,1,1,2,3,1,3,2,1,3,3,1
GRAMADO,13,6,7,7,11,4,4,4,5,7,5,16
GRAMADO DOS LOUREIROS,0,0,0,2,0,2,0,1,1,1,0,1
GRAMADO XAVIER,1,0,1,0,2,1,1,0,0,0,2,1
GRAVATAI,101,96,71,58,51,44,65,58,74,82,75,71
GUABIJU,1,0,0,0,1,0,0,0,0,1,0,1
GUAIBA,35,28,27,28,25,16,34,29,25,24,33,30
GUAPORE,14,7,11,7,6,2,1,8,6,9,9,5
GUARANI DAS MISSOES,5,1,5,0,3,1,1,3,1,4,3,0
HARMONIA,1,0,0,1,0,0,0,0,0,3,1,3
HERVAL,1,3,0,1,0,1,0,2,0,0,0,1
HERVEIRAS,0,0,1,1,2,0,0,0,1,0,0,0
HORIZONTINA,7,5,4,2,3,6,2,11,4,2,6,7
HULHA NEGRA,1,1,2,2,2,1,0,0,1,1,0,3
HUMAITA,0,1,1,1,0,1,1,1,0,4,0,0
IBARAMA,0,4,3,0,0,1,5,1,2,0,3,1
IBIACA,2,0,0,2,0,2,0,0,1,6,1,1
IBIRAIARAS,3,1,2,2,0,0,0,1,1,0,2,1
IBIRAPUITA,1,2,2,1,0,0,4,0,0,1,0,0
IBIRUBA,5,5,2,2,4,5,1,1,2,6,4,2
IGREJINHA,11,5,12,7,7,4,5,10,7,4,10,6
IJUI,30,39,23,21,23,28,19,30,26,28,35,36
ILOPOLIS,0,0,1,0,1,3,0,2,0,3,2,1
IMBE,14,17,5,6,8,5,5,10,4,4,7,18
IMIGRANTE,0,0,0,2,0,0,0,1,0,0,0,0
INDEPENDENCIA,4,1,5,4,1,3,1,0,3,4,1,0
INHACORA,1,1,0,0,1,1,1,0,0,0,0,0
IPE,3,0,2,1,0,1,1,0,0,2,2,2
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,1,0,0
IRAI,6,9,1,1,2,0,3,3,5,3,4,5
ITAARA,0,0,2,0,3,0,1,1,0,3,4,0
ITACURUBI,0,1,1,0,0,0,0,0,0,0,0,2
ITAPUCA,0,0,0,1,0,0,0,1,0,0,1,1
ITAQUI,16,13,7,6,7,7,7,9,9,18,19,5
ITATI,0,1,2,0,0,1,0,1,0,0,1,1
ITATIBA DO SUL,0,4,2,1,1,1,0,0,0,3,0,0
IVORA,0,0,1,0,0,1,0,1,3,1,0,0
IVOTI,2,4,3,0,1,5,1,3,2,1,1,2
JABOTICABA,0,1,2,0,0,0,0,1,0,1,0,0
JACUIZINHO,0,0,0,1,0,0,0,0,0,0,0,0
JACUTINGA,1,1,0,0,1,0,1,0,2,1,0,1
JAGUARAO,10,8,6,4,2,4,4,8,10,5,9,5
JAGUARI,5,3,2,2,2,1,1,2,0,1,2,1
JAQUIRANA,0,1,2,0,1,2,1,3,0,0,2,0
JARI,0,0,0,0,0,0,0,0,0,1,1,0
JOIA,1,2,1,1,0,1,5,2,4,2,1,1
JULIO DE CASTILHOS,7,6,5,5,6,6,5,8,5,6,5,10
LAGOA BONITA DO SUL,0,0,0,0,0,0,0,0,0,0,1,0
LAGOA DOS TRES CANTOS,0,0,0,1,0,1,1,0,0,0,1,0
LAGOA VERMELHA,18,21,17,10,12,12,13,12,11,14,12,13
LAGOAO,0,0,2,0,1,1,1,0,1,2,0,2
LAJEADO,23,41,22,14,17,16,17,15,15,17,21,21
LAJEADO DO BUGRE,1,0,0,4,0,0,0,1,1,0,0,3
LAVRAS DO SUL,0,1,2,1,2,2,1,2,1,1,1,0
LIBERATO SALZANO,1,0,2,0,1,0,1,1,0,0,0,2
LINDOLFO COLLOR,2,3,0,1,0,0,3,0,1,1,2,5
LINHA NOVA,1,1,0,0,0,0,0,0,0,0,0,0
MACAMBARA,1,0,0,0,1,0,1,0,0,1,0,1
MACHADINHO,6,5,3,1,3,3,6,3,2,5,2,5
MAMPITUBA,0,0,1,0,0,0,0,1,0,1,0,1
MANOEL VIANA,0,2,3,3,0,1,2,2,2,1,2,1
MAQUINE,4,4,1,0,2,3,1,2,4,3,3,3
MARATA,0,1,0,0,0,0,0,1,0,0,0,0
MARAU,17,15,16,15,8,17,17,9,14,11,14,13
MARCELINO RAMOS,1,0,0,0,1,0,0,1,0,0,2,1
MARIANA PIMENTEL,3,0,0,1,0,0,0,1,0,0,0,0
MARIANO MORO,2,1,0,0,0,0,0,0,3,0,0,0
MARQUES DE SOUZA,0,0,1,1,0,0,1,0,0,0,2,0
MATA,1,2,2,1,1,0,2,1,4,1,1,0
MATO CASTELHANO,0,0,0,0,0,0,0,0,0,1,0,0
MATO LEITAO,0,2,3,0,2,0,2,1,1,0,1,1
MATO QUEIMADO,0,0,0,0,0,0,0,0,1,0,0,0
MAXIMILIANO DE ALMEIDA,0,0,1,0,2,3,1,2,0,1,1,1
MINAS DO LEAO,2,4,2,1,0,3,0,4,3,2,2,1
MIRAGUAI,1,0,1,1,2,1,2,1,2,2,3,0
MONTAURI,0,0,1,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DOS CAMPOS,0,3,1,1,0,0,0,0,2,0,1,1
MONTE BELO DO SUL,1,0,0,0,0,0,0,0,0,0,0,1
MONTENEGRO,23,38,22,17,26,18,19,23,28,21,22,23
MORMACO,0,0,0,0,0,1,0,0,0,0,0,0
MORRINHOS DO SUL,1,2,2,0,1,0,0,0,0,0,0,0
MORRO REDONDO,1,1,1,0,4,0,0,0,0,2,2,0
MORRO REUTER,2,0,0,1,1,1,1,0,0,1,0,1
MOSTARDAS,3,1,4,3,3,5,1,4,0,4,1,3
MUCUM,1,1,0,0,3,0,1,0,0,1,0,1
MUITOS CAPOES,1,1,0,0,0,0,0,1,0,0,1,0
MULITERNO,0,0,0,0,0,0,0,0,0,0,0,0
NAO ME TOQUE,11,6,2,4,3,2,12,6,4,8,2,5
NICOLAU VERGUEIRO,2,0,0,0,1,0,2,1,0,0,1,0
NONOAI,6,2,7,4,6,4,3,3,1,3,1,7
NOVA ALVORADA,0,0,2,0,1,0,0,0,0,3,1,0
NOVA ARACA,1,0,0,0,0,0,2,1,0,2,0,3
NOVA BASSANO,1,7,1,2,1,1,3,1,1,1,4,2
NOVA BOA VISTA,0,0,0,0,0,0,1,1,0,0,0,0
NOVA BRESCIA,1,0,0,0,0,0,0,1,1,0,0,1
NOVA CANDELARIA,1,0,0,0,0,1,1,0,0,0,0,0
NOVA ESPERANCA DO SUL,2,0,1,1,0,1,2,2,0,0,0,4
NOVA HARTZ,6,2,8,1,14,4,11,8,2,7,9,4
NOVA PADUA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,1,1,2,2,2,4,1,3,1,1,1,1
NOVA PETROPOLIS,2,4,4,5,1,3,3,5,4,4,2,5
NOVA PRATA,7,15,2,2,6,3,7,3,3,9,4,1
NOVA RAMADA,0,0,1,0,0,0,0,0,0,1,1,0
NOVA ROMA DO SUL,2,1,2,1,0,2,0,0,3,0,1,0
NOVA SANTA RITA,8,9,5,1,9,4,4,9,4,6,8,8
NOVO BARREIRO,0,3,0,0,0,0,0,1,0,2,0,1
NOVO CABRAIS,0,0,0,0,0,2,0,0,0,1,2,1
NOVO HAMBURGO,91,78,56,42,51,60,69,72,46,62,70,73
NOVO MACHADO,1,0,2,1,1,0,0,0,0,1,0,0
NOVO TIRADENTES,0,0,0,1,0,2,1,0,1,0,0,3
NOVO XINGU,0,0,0,0,0,0,0,0,1,0,0,1
OSORIO,17,16,6,5,9,8,14,8,4,12,10,11
PAIM FILHO,0,0,1,1,0,0,0,0,1,0,0,1
PALMARES DO SUL,8,4,1,2,2,4,5,1,2,3,1,2
PALMEIRA DAS MISSOES,22,23,24,21,21,17,11,23,19,20,26,16
PALMITINHO,6,1,3,1,3,0,4,2,4,2,3,3
PANAMBI,20,13,7,10,12,8,8,13,6,11,6,16
PANTANO GRANDE,8,3,1,3,4,5,1,3,2,2,3,4
PARAI,1,1,6,1,1,3,3,0,2,4,0,1
PARAISO DO SUL,2,1,1,1,4,1,1,3,0,1,3,0
PARECI NOVO,0,0,0,0,0,2,1,0,0,1,1,1
PAROBE,21,24,18,24,15,18,22,14,10,10,16,12
PASSA SETE,0,0,0,0,0,1,1,1,1,2,1,0
PASSO DO SOBRADO,4,2,1,0,1,0,0,1,0,2,1,1
PASSO FUNDO,81,86,82,64,72,78,74,77,71,86,69,88
PAULO BENTO,0,0,0,0,0,1,0,0,3,0,0,0
PAVERAMA,4,1,1,1,0,1,3,0,3,0,2,0
PEDRAS ALTAS,2,0,0,0,0,0,0,0,0,0,0,0
PEDRO OSORIO,1,0,1,0,2,2,3,5,4,1,0,5
PEJUCARA,0,3,0,0,0,2,0,1,0,0,5,4
PELOTAS,118,108,66,47,57,61,47,58,66,62,57,56
PICADA CAFE,1,0,2,0,1,4,1,2,2,1,0,0
PINHAL,1,1,0,1,0,1,0,2,2,1,1,0
PINHAL DA SERRA,1,0,1,1,1,0,0,0,0,0,0,0
PINHAL GRANDE,1,1,1,0,0,1,0,0,0,1,0,0
PINHEIRINHO DO VALE,2,0,0,0,1,2,2,1,6,0,1,1
PINHEIRO MACHADO,7,2,3,2,1,0,4,2,1,2,3,2
PINTO BANDEIRA,1,0,0,0,1,0,0,1,0,0,1,0
PIRAPO,0,0,0,0,0,0,1,1,1,0,0,1
PIRATINI,3,7,3,5,6,0,2,1,2,1,3,5
PLANALTO,6,3,1,0,2,3,7,3,4,4,3,8
POCO DAS ANTAS,0,1,0,0,0,0,0,0,0,0,2,1
PONTAO,0,0,0,1,0,0,1,0,1,0,0,1
PONTE PRETA,0,0,0,0,0,0,0,0,1,0,0,0
PORTAO,8,13,15,8,5,8,7,8,9,6,10,12
PORTO ALEGRE,411,406,287,207,184,241,214,279,242,305,306,316
PORTO LUCENA,0,1,0,0,0,4,0,1,0,2,0,0
PORTO MAUA,0,1,0,0,0,1,0,0,1,2,0,0
PORTO VERA CRUZ,0,0,1,0,0,0,0,0,0,0,0,2
PORTO XAVIER,6,3,5,3,6,2,2,3,6,2,6,6
POUSO NOVO,1,0,0,0,0,0,0,0,0,0,0,1
PRESIDENTE LUCENA,0,0,1,0,0,0,0,0,0,0,0,0
PROGRESSO,1,1,2,2,0,1,0,1,1,0,1,0
PROTASIO ALVES,0,0,0,0,0,0,0,0,1,0,0,0
PUTINGA,0,0,0,0,0,2,0,0,0,1,2,1
QUARAI,9,7,9,2,9,6,3,5,5,7,4,6
QUATRO IRMAOS,0,0,0,0,0,1,0,0,1,2,2,0
QUEVEDOS,0,0,1,0,0,0,1,0,0,0,0,0
QUINZE DE NOVEMBRO,1,0,1,0,0,0,0,1,0,0,0,1
REDENTORA,2,2,0,3,3,1,4,4,0,6,9,4
RELVADO,0,0,0,0,0,0,0,0,0,0,0,0
RESTINGA SECA,4,5,8,9,3,4,4,2,1,3,3,8
RIO DOS INDIOS,0,1,1,0,0,0,0,0,1,0,0,0
RIO GRANDE,75,62,48,30,37,48,16,37,31,36,52,50
RIO PARDO,18,21,8,4,8,7,11,9,5,12,10,17
RIOZINHO,0,0,0,0,0,0,1,1,1,2,1,0
ROCA SALES,2,3,11,2,0,5,4,0,4,2,4,3
RODEIO BONITO,0,2,2,2,0,1,4,4,0,3,3,3
ROLADOR,1,2,0,0,0,0,0,0,0,0,0,0
ROLANTE,7,6,4,4,2,8,7,2,6,3,3,3
RONDA ALTA,6,5,4,3,0,3,3,2,3,2,1,2
RONDINHA,0,1,1,0,0,1,0,0,0,3,1,0
ROQUE GONZALES,2,0,2,0,1,0,1,2,2,0,1,0
ROSARIO DO SUL,14,10,7,6,7,9,4,5,4,12,10,11
SAGRADA FAMILIA,0,1,2,2,0,0,2,1,0,0,0,1
SALDANHA MARINHO,1,1,0,1,0,2,1,0,0,0,0,0
SALTO DO JACUI,6,3,3,7,4,1,10,3,6,5,2,2
SALVADOR DAS MISSOES,0,0,0,0,1,0,0,0,0,0,1,0
SALVADOR DO SUL,1,1,0,0,2,0,1,1,1,1,5,4
SANANDUVA,2,4,5,1,1,4,3,1,5,4,5,3
SANTA BARBARA DO SUL,3,2,4,2,3,3,7,0,2,2,1,2
SANTA CECILIA DO SUL,0,0,0,0,0,1,0,1,1,1,0,0
SANTA CLARA DO SUL,1,0,2,1,1,1,1,0,0,0,2,2
SANTA CRUZ DO SUL,49,38,41,28,36,34,25,33,33,35,34,48
SANTA MARGARIDA DO SUL,1,0,3,0,1,0,0,0,1,0,0,0
SANTA MARIA,103,92,95,75,69,65,83,92,84,104,92,86
SANTA MARIA DO HERVAL,5,2,0,1,0,0,2,2,1,1,1,0
SANTA ROSA,40,34,39,31,27,17,22,14,29,41,27,45
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,7,7,6,9,7,10,7,5,5,14,9,3
SANTANA DA BOA VISTA,2,5,0,2,7,3,3,1,4,7,1,1
SANTANA DO LIVRAMENTO,40,37,15,12,17,21,23,16,18,8,19,20
SANTIAGO,21,15,18,13,15,7,8,18,19,15,13,17
SANTO ANGELO,23,38,25,28,24,23,24,29,22,29,29,31
SANTO ANTONIO DA PATRULHA,14,13,15,7,7,18,9,4,6,11,16,6
SANTO ANTONIO DAS MISSOES,2,2,3,5,1,1,0,1,1,4,1,2
SANTO ANTONIO DO PALMA,0,1,0,1,1,0,0,1,0,0,0,1
SANTO ANTONIO DO PLANALTO,0,1,0,0,0,1,1,0,1,0,1,0
SANTO AUGUSTO,10,1,7,5,3,5,5,5,5,5,6,4
SANTO CRISTO,5,4,3,4,2,0,1,2,3,6,5,4
SANTO EXPEDITO DO SUL,0,0,0,1,1,0,1,0,0,0,0,0
SAO BORJA,22,15,11,22,16,11,20,15,8,15,13,13
SAO DOMINGOS DO SUL,2,1,1,0,0,0,1,0,0,1,0,1
SAO FRANCISCO DE ASSIS,4,2,4,3,6,8,0,0,4,5,4,2
SAO FRANCISCO DE PAULA,3,4,8,2,5,6,4,4,0,8,7,9
SAO GABRIEL,26,20,18,21,13,21,19,23,16,12,17,20
SAO JERONIMO,8,8,4,0,2,3,1,5,4,2,4,5
SAO JOAO DA URTIGA,0,0,1,0,1,0,1,0,0,1,0,0
SAO JOAO DO POLESINE,0,1,1,2,1,0,2,2,0,1,2,0
SAO JORGE,0,1,0,0,0,0,0,1,1,0,1,0
SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,0,1,1,1
SAO JOSE DO HERVAL,0,0,2,0,1,0,0,0,1,0,0,1
SAO JOSE DO HORTENCIO,2,0,0,0,2,0,0,0,0,1,1,2
SAO JOSE DO INHACORA,0,1,3,1,0,0,0,0,0,0,1,3
SAO JOSE DO NORTE,3,9,3,2,8,6,4,7,5,2,1,2
SAO JOSE DO OURO,2,3,1,3,3,2,1,0,1,4,1,2
SAO JOSE DO SUL,0,0,0,0,1,0,0,0,0,0,2,0
SAO JOSE DOS AUSENTES,3,1,1,0,2,0,0,2,3,0,0,2
SAO LEOPOLDO,64,79,51,56,67,57,61,61,60,66,66,65
SAO LOURENCO DO SUL,11,12,2,4,3,3,8,4,2,5,6,6
SAO LUIZ GONZAGA,6,14,10,13,9,11,13,12,6,15,17,20
SAO MARCOS,0,5,4,1,1,3,2,4,2,6,10,2
SAO MARTINHO,1,0,1,1,1,3,1,0,0,1,2,2
SAO MARTINHO DA SERRA,0,2,0,1,1,0,1,0,2,3,1,0
