Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CARLOS GOMES,0,0,0,0,0,0,0,0,0,0,0,0
CASCA,0,0,0,0,0,0,0,0,0,0,0,0
CASEIROS,0,0,0,0,0,0,0,0,0,0,0,0
CATUIPE,0,0,0,0,0,0,0,0,0,0,0,0
CAXIAS DO SUL,7,5,5,4,3,5,3,2,5,4,6,12
CENTENARIO,0,0,0,0,0,0,0,0,0,0,0,0
CERRITO,0,0,0,0,0,0,0,0,0,0,0,0
CERRO BRANCO,0,0,0,0,0,0,1,0,0,0,0,0
CERRO GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
CERRO GRANDE DO SUL,0,0,0,1,0,0,0,0,0,0,0,0
CERRO LARGO,1,1,0,0,1,0,0,0,0,1,0,0
CHAPADA,0,0,0,0,0,0,0,0,0,1,0,0
CHARQUEADAS,2,0,0,0,1,0,1,0,0,1,1,1
CHARRUA,0,0,0,0,0,0,0,0,0,0,0,0
CHIAPETTA,0,0,0,0,0,0,0,0,1,0,0,0
CHUI,1,0,0,0,0,0,0,0,0,0,0,0
CHUVISCA,0,0,0,0,0,0,0,0,0,0,0,0
CIDREIRA,2,1,0,1,0,1,0,0,0,0,1,1
CIRIACO,0,0,0,0,0,0,0,0,0,0,0,0
COLINAS,0,1,3,0,0,0,0,0,0,0,0,0
COLORADO,0,1,0,0,0,0,0,2,0,0,0,0
CONDOR,0,0,0,0,0,3,0,0,0,0,0,2
CONSTANTINA,2,0,0,0,0,0,0,0,0,1,1,0
COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
CORONEL BARROS,0,0,0,0,0,0,0,0,0,0,1,0
CORONEL BICACO,0,0,0,0,0,0,0,0,0,1,0,0
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,1,0,0,0,0,0,0,0,0,0
COXILHA,0,0,0,0,0,0,0,0,0,0,0,0
CRISSIUMAL,1,0,0,0,0,0,0,0,0,0,0,0
CRISTAL,0,1,0,0,0,0,1,0,0,0,0,0
CRISTAL DO SUL,0,1,0,0,0,0,0,0,0,0,0,0
CRUZ ALTA,2,1,1,1,1,2,1,3,2,3,3,3
CRUZALTENSE,0,0,0,0,0,0,0,0,0,0,0,0
CRUZEIRO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
DAVID CANABARRO,0,0,0,0,0,0,0,0,0,0,0,0
DERRUBADAS,0,0,0,0,0,0,0,0,0,0,0,0
DEZESSEIS DE NOVEMBRO,0,0,0,0,0,0,0,0,0,0,0,0
DILERMANDO DE AGUIAR,0,0,0,0,0,0,0,0,0,0,0,0
DOIS IRMAOS,0,0,0,0,0,0,0,2,1,0,0,1
DOIS IRMAOS DAS MISSOES,0,0,1,0,0,0,0,0,0,0,0,0
DOIS LAJEADOS,0,0,0,0,0,0,0,0,0,0,0,0
DOM FELICIANO,0,0,0,0,1,0,0,0,1,0,0,0
DOM PEDRITO,1,1,0,1,0,0,2,1,1,1,0,0
DOM PEDRO DE ALCANTARA,0,0,0,0,0,0,0,0,0,0,0,0
DONA FRANCISCA,0,0,0,0,0,0,0,0,0,0,0,0
DR MAURICIO CARDOSO,0,0,0,0,0,0,0,0,0,0,0,0
DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,0,0,0
ELDORADO DO SUL,1,2,2,2,1,0,1,1,1,2,0,1
ENCANTADO,0,0,0,0,0,0,0,1,1,0,0,0
ENCRUZILHADA DO SUL,1,0,1,1,0,1,1,0,0,0,0,1
ENGENHO VELHO,0,0,0,0,0,0,0,0,0,0,0,0
ENTRE RIOS DO SUL,0,0,0,0,0,0,0,0,0,2,0,0
ENTRE IJUIS,0,1,1,0,0,0,0,0,1,0,0,0
EREBANGO,0,0,0,0,0,0,0,0,0,0,0,1
ERECHIM,1,1,3,1,0,7,4,0,4,1,1,2
ERNESTINA,0,0,0,0,0,0,0,1,0,0,0,0
ERVAL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
ERVAL SECO,0,0,0,0,0,0,0,0,0,0,1,0
ESMERALDA,0,0,0,0,0,0,1,0,0,0,0,0
ESPERANCA DO SUL,0,0,0,0,0,0,0,0,0,0,1,0
ESPUMOSO,0,0,0,0,0,0,0,0,0,0,0,0
ESTACAO,0,0,0,0,0,0,0,0,0,0,0,0
ESTANCIA VELHA,2,0,0,1,1,1,0,0,2,1,1,2
ESTEIO,2,1,2,0,1,0,2,2,1,1,4,1
ESTRELA,1,1,0,0,0,3,1,2,1,3,0,3
ESTRELA VELHA,0,0,1,0,0,0,0,0,0,0,0,0
EUGENIO DE CASTRO,0,0,0,0,0,0,0,0,0,0,0,1
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,0,0,0,1,0,1,0,1,1,0,0,1
FAXINAL DO SOTURNO,0,0,0,0,0,0,0,0,0,0,0,0
FAXINALZINHO,0,0,0,0,0,0,0,1,0,0,0,0
FAZENDA VILA NOVA,0,0,0,0,0,0,0,0,0,0,0,0
FELIZ,0,0,0,0,0,0,0,0,0,0,0,0
FLORES DA CUNHA,2,0,1,0,1,0,1,1,0,0,1,0
FLORIANO PEIXOTO,0,0,0,0,0,0,0,0,0,0,0,0
FONTOURA XAVIER,0,0,0,0,0,1,0,0,0,0,0,0
FORMIGUEIRO,1,0,0,1,0,0,0,0,0,0,0,0
FORQUETINHA,0,0,0,0,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,0,0,0,0,0,0,0,0,0,0,0,0
FREDERICO WESTPHALEN,0,0,0,1,0,0,0,0,2,0,0,3
GARIBALDI,0,0,0,0,0,0,1,0,0,0,1,0
GARRUCHOS,0,0,0,0,0,0,0,0,0,0,1,0
GAURAMA,0,0,0,0,0,0,0,0,0,0,0,0
GENERAL CAMARA,1,1,0,0,0,0,0,0,0,0,1,0
GENTIL,0,0,0,0,0,0,0,1,0,0,0,0
GETULIO VARGAS,0,0,0,0,0,0,0,0,0,0,0,1
GIRUA,1,0,0,0,1,0,0,0,1,0,0,0
GLORINHA,0,0,0,1,1,0,0,0,0,0,2,0
GRAMADO,1,0,0,0,1,0,1,0,0,1,0,1
GRAMADO DOS LOUREIROS,0,0,0,0,0,0,0,0,0,0,0,0
GRAMADO XAVIER,0,0,0,0,1,0,0,0,0,0,0,0
GRAVATAI,23,4,3,4,4,3,4,3,7,7,5,4
GUABIJU,0,0,0,0,0,0,0,0,0,0,0,0
GUAIBA,10,2,3,4,6,2,2,5,3,2,4,2
GUAPORE,0,1,0,0,0,0,0,0,1,0,0,0
GUARANI DAS MISSOES,0,0,1,0,0,1,0,0,0,2,0,0
HARMONIA,0,0,0,0,0,0,0,0,0,0,0,1
HERVAL,0,0,0,0,0,1,0,0,0,0,0,0
HERVEIRAS,0,0,0,0,0,0,0,0,0,0,0,0
HORIZONTINA,0,0,0,0,0,0,0,0,0,0,0,0
HULHA NEGRA,1,0,1,0,0,0,0,0,0,0,0,0
HUMAITA,0,0,0,0,0,0,0,0,0,0,0,0
IBARAMA,0,0,1,0,1,0,0,0,0,0,0,0
IBIACA,0,0,1,0,0,0,0,0,0,0,0,0
IBIRAIARAS,0,0,0,0,0,0,0,0,0,0,0,0
IBIRAPUITA,0,0,0,0,0,0,0,0,0,0,0,0
IBIRUBA,1,0,0,0,0,0,1,1,0,3,0,0
IGREJINHA,0,0,0,1,0,0,2,0,0,0,1,2
IJUI,3,0,0,1,2,2,2,3,2,2,1,0
ILOPOLIS,0,0,0,0,0,0,0,0,0,0,0,0
IMBE,1,1,0,0,1,0,1,1,3,0,3,2
IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,0
INDEPENDENCIA,0,0,0,0,0,0,0,0,0,0,1,1
INHACORA,0,0,0,0,0,0,0,0,0,1,0,0
IPE,0,0,0,0,0,0,0,0,0,1,0,0
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,1,0
IRAI,0,0,1,0,0,0,0,0,0,0,1,0
ITAARA,1,0,0,0,0,0,0,1,0,0,0,0
ITACURUBI,0,0,0,0,0,0,0,0,0,0,2,0
ITAPUCA,0,0,0,0,0,0,0,0,0,0,0,0
ITAQUI,0,1,1,0,0,0,0,1,2,1,2,0
ITATI,0,0,0,0,0,0,0,0,0,0,0,0
ITATIBA DO SUL,0,0,0,0,0,1,0,0,0,0,0,0
IVORA,1,0,0,0,0,0,0,0,0,0,0,0
IVOTI,1,0,0,1,0,0,1,0,0,2,0,0
JABOTICABA,0,0,0,0,0,0,0,0,0,0,0,0
JACUIZINHO,0,0,0,0,0,0,0,0,0,0,0,0
JACUTINGA,0,0,0,0,0,0,0,0,0,0,0,0
JAGUARAO,1,0,0,0,0,0,0,0,0,0,0,0
JAGUARI,0,0,0,1,0,0,0,1,0,0,0,0
JAQUIRANA,1,0,0,2,0,0,0,0,0,0,0,0
JARI,0,0,0,0,0,0,0,0,0,0,0,0
JOIA,0,0,0,0,0,0,0,0,0,0,1,1
JULIO DE CASTILHOS,0,1,0,0,1,3,0,0,0,0,0,4
LAGOA BONITA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA DOS TRES CANTOS,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA VERMELHA,0,0,0,0,0,0,0,1,1,0,1,0
LAGOAO,0,0,0,0,0,0,1,0,0,0,0,0
LAJEADO,0,3,3,1,0,3,1,2,4,0,1,2
LAJEADO DO BUGRE,0,0,0,0,0,0,0,0,0,0,0,0
LAVRAS DO SUL,2,0,0,0,0,0,0,0,0,0,0,0
LIBERATO SALZANO,0,0,0,0,0,0,0,1,0,0,0,0
LINDOLFO COLLOR,0,0,0,0,1,0,1,0,0,0,0,0
LINHA NOVA,0,0,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,0,0,0,0,0,0,0,0,1,1,0,0
MAMPITUBA,1,0,0,0,0,0,1,0,0,0,0,0
MANOEL VIANA,0,0,0,0,0,0,0,0,0,0,0,0
MAQUINE,0,0,0,0,0,0,1,0,0,0,0,0
MARATA,0,0,0,0,0,0,0,0,0,0,0,0
MARAU,1,0,0,0,0,0,0,2,0,1,1,1
MARCELINO RAMOS,0,0,0,0,0,0,0,0,0,0,0,0
MARIANA PIMENTEL,0,0,0,0,0,0,0,0,0,0,0,0
MARIANO MORO,0,0,0,0,0,0,0,0,0,0,0,0
MARQUES DE SOUZA,0,0,0,0,1,0,1,0,1,0,0,0
MATA,0,0,0,0,0,0,0,0,0,0,0,0
MATO CASTELHANO,0,0,0,1,0,0,0,0,0,0,0,0
MATO LEITAO,0,0,0,0,0,0,0,0,0,0,0,0
MATO QUEIMADO,0,0,0,0,0,0,0,0,0,1,0,0
MAXIMILIANO DE ALMEIDA,0,0,0,1,0,0,0,0,1,0,0,0
MINAS DO LEAO,0,0,0,0,0,0,0,0,1,1,0,0
MIRAGUAI,0,0,0,0,1,0,0,0,0,0,0,0
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DOS CAMPOS,0,0,0,0,0,0,0,0,0,0,0,0
MONTE BELO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,3,2,2,3,1,3,0,2,1,2,1,3
MORMACO,0,0,0,0,0,1,0,0,0,0,0,0
MORRINHOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,1
MORRO REDONDO,0,0,0,0,0,0,0,0,0,0,1,0
MORRO REUTER,0,0,0,0,0,0,0,0,0,0,0,0
MOSTARDAS,0,2,0,0,0,0,0,0,0,1,0,1
MUCUM,0,0,0,0,0,0,0,0,0,0,0,0
MUITOS CAPOES,0,1,0,0,0,0,0,0,1,0,0,0
MULITERNO,0,0,0,0,0,0,0,0,0,0,1,0
NAO ME TOQUE,0,0,0,0,1,2,0,0,0,0,0,0
NICOLAU VERGUEIRO,0,0,0,0,0,0,0,0,0,0,0,1
NONOAI,0,0,0,0,0,0,1,0,2,1,0,0
NOVA ALVORADA,0,0,0,0,0,0,1,0,0,0,0,0
NOVA ARACA,0,0,0,0,0,0,0,0,1,0,1,0
NOVA BASSANO,1,0,0,0,0,0,0,0,1,0,0,0
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,1,0,0,0,0,0,0,0,0,0,0,0
NOVA CANDELARIA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUL,0,0,1,0,1,0,0,0,1,0,1,0
NOVA HARTZ,1,0,1,0,0,0,0,1,0,0,0,3
NOVA PADUA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,0,1,0,0,0,0,0,0,0,0,0,0
NOVA PETROPOLIS,0,1,0,1,0,1,0,0,0,0,3,0
NOVA PRATA,1,1,1,0,1,0,0,0,0,1,0,0
NOVA RAMADA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ROMA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
NOVA SANTA RITA,3,0,0,1,0,2,0,1,1,2,4,1
NOVO BARREIRO,0,0,0,0,0,0,0,0,0,0,0,0
NOVO CABRAIS,0,0,0,0,0,0,0,0,1,0,0,0
NOVO HAMBURGO,4,8,3,3,7,2,2,7,5,3,2,1
NOVO MACHADO,0,0,0,0,0,0,0,0,0,0,0,0
NOVO TIRADENTES,0,0,0,0,0,0,0,0,0,0,0,0
NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,1,1,0,0,0,1,0,0,2,2,1,2
PAIM FILHO,0,0,0,0,0,0,0,0,0,0,0,0
PALMARES DO SUL,0,2,0,0,0,4,0,1,0,0,0,1
PALMEIRA DAS MISSOES,1,0,1,0,1,0,0,1,1,0,0,2
PALMITINHO,0,0,0,0,0,0,0,1,0,0,0,0
PANAMBI,0,2,0,0,0,0,0,1,0,0,0,1
PANTANO GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
PARAI,0,0,0,0,0,0,0,0,2,0,0,0
PARAISO DO SUL,0,0,0,0,0,0,0,1,0,0,0,0
PARECI NOVO,0,0,0,0,0,0,0,0,0,0,0,0
PAROBE,1,1,0,2,0,1,1,0,0,2,0,1
PASSA SETE,0,0,0,0,0,0,0,0,0,0,0,0
PASSO DO SOBRADO,0,0,0,0,0,0,0,0,1,0,0,0
PASSO FUNDO,7,5,5,2,2,4,8,7,3,6,7,5
PAULO BENTO,0,0,0,0,0,0,0,0,0,0,0,0
PAVERAMA,0,0,0,0,0,0,0,1,1,0,0,0
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO OSORIO,0,0,0,0,0,0,0,0,0,0,0,0
PEJUCARA,0,0,0,0,0,0,0,0,0,0,0,0
PELOTAS,4,7,2,4,6,5,11,5,2,3,3,3
PICADA CAFE,0,0,0,0,0,0,0,0,0,0,0,2
PINHAL,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
PINHAL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0
PINHEIRINHO DO VALE,0,1,0,0,0,0,0,0,0,0,0,1
PINHEIRO MACHADO,0,0,0,0,0,1,0,0,0,1,0,0
PINTO BANDEIRA,0,0,0,0,0,0,0,0,0,0,0,0
PIRAPO,0,0,0,0,0,1,0,0,0,0,0,0
PIRATINI,2,0,0,0,0,0,0,0,0,2,1,0
PLANALTO,0,0,0,0,1,0,0,0,0,0,1,0
POCO DAS ANTAS,0,0,0,0,0,0,0,0,0,0,0,0
PONTAO,0,0,0,0,0,0,0,0,0,0,0,0
PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0
PORTAO,2,2,4,1,1,0,1,2,0,0,1,0
PORTO ALEGRE,36,43,23,23,21,17,18,35,22,34,19,20
PORTO LUCENA,0,0,0,0,1,0,0,0,0,0,1,0
PORTO MAUA,0,0,0,0,0,0,0,0,0,0,0,0
PORTO VERA CRUZ,0,0,0,0,0,0,0,0,0,0,0,0
PORTO XAVIER,0,0,0,1,0,0,0,0,0,0,0,0
POUSO NOVO,0,0,0,0,0,0,0,0,1,0,0,0
PRESIDENTE LUCENA,0,0,0,0,0,0,0,0,0,0,0,0
PROGRESSO,0,0,0,0,0,0,0,0,0,0,0,0
PROTASIO ALVES,0,0,0,0,1,0,0,0,0,0,0,0
PUTINGA,0,0,0,0,0,0,0,0,0,0,0,0
QUARAI,0,0,0,0,0,0,0,0,0,0,1,0
QUATRO IRMAOS,0,0,0,2,0,0,0,0,0,0,0,0
QUEVEDOS,0,0,0,0,0,0,0,0,0,0,0,0
QUINZE DE NOVEMBRO,0,0,0,0,0,0,0,1,0,0,0,0
REDENTORA,0,0,0,0,0,0,0,0,0,1,0,0
RELVADO,0,0,0,0,0,0,0,0,0,0,0,0
RESTINGA SECA,0,0,0,1,0,0,0,1,0,0,0,0
RIO DOS INDIOS,0,0,0,0,0,0,0,0,0,0,0,0
RIO GRANDE,3,3,0,4,2,3,1,3,3,0,4,8
RIO PARDO,1,2,3,2,1,0,0,0,0,0,2,0
RIOZINHO,0,0,1,0,0,0,0,0,0,0,1,0
ROCA SALES,0,0,0,0,0,0,0,0,0,0,0,0
RODEIO BONITO,0,0,0,0,0,0,0,0,1,0,0,0
ROLADOR,0,0,0,0,0,0,0,0,0,0,0,0
ROLANTE,0,0,0,0,0,0,0,0,0,1,0,0
RONDA ALTA,0,0,0,0,0,0,0,0,0,0,1,0
RONDINHA,0,0,0,0,0,0,0,0,0,0,2,0
ROQUE GONZALES,0,1,0,0,0,0,0,0,0,0,0,0
ROSARIO DO SUL,1,2,1,0,1,1,0,0,0,0,0,0
SAGRADA FAMILIA,0,0,0,0,0,0,0,0,0,0,0,0
SALDANHA MARINHO,0,0,0,0,0,0,0,0,0,0,0,0
SALTO DO JACUI,0,0,0,0,0,0,1,0,0,0,0,0
SALVADOR DAS MISSOES,0,1,0,0,0,0,0,0,0,0,0,0
SALVADOR DO SUL,0,0,0,1,0,1,0,1,0,0,0,0
SANANDUVA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA BARBARA DO SUL,0,0,1,0,0,0,0,0,0,0,0,0
SANTA CECILIA DO SUL,0,0,0,0,0,0,0,0,1,0,0,0
SANTA CLARA DO SUL,0,0,0,1,0,0,0,0,0,0,0,0
SANTA CRUZ DO SUL,5,3,1,3,3,2,1,2,0,3,2,1
SANTA MARGARIDA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA,8,8,5,5,7,9,7,8,8,7,6,4
SANTA MARIA DO HERVAL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA ROSA,2,1,1,0,0,0,0,0,2,0,3,2
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,0,1,4,2,2,1,2,0,1,2,1,0
SANTANA DA BOA VISTA,0,0,0,0,0,0,0,0,1,1,0,1
SANTANA DO LIVRAMENTO,2,2,2,0,2,2,2,4,0,0,0,1
SANTIAGO,1,0,1,0,0,0,2,0,1,3,1,1
SANTO ANGELO,1,0,2,1,2,0,0,2,2,1,0,5
SANTO ANTONIO DA PATRULHA,0,0,5,1,0,0,1,1,0,0,1,1
SANTO ANTONIO DAS MISSOES,0,0,0,0,0,1,0,0,0,0,0,0
SANTO ANTONIO DO PALMA,0,0,0,0,0,0,0,0,0,0,0,0
SANTO ANTONIO DO PLANALTO,0,0,0,0,0,0,0,0,0,0,0,0
SANTO AUGUSTO,0,0,0,0,1,0,0,0,0,1,0,0
SANTO CRISTO,0,0,0,0,0,0,0,2,0,0,0,0
SANTO EXPEDITO DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO BORJA,0,1,1,0,1,0,0,0,0,3,1,1
SAO DOMINGOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO FRANCISCO DE ASSIS,0,0,1,0,0,0,0,0,0,0,0,1
SAO FRANCISCO DE PAULA,0,1,0,0,0,0,0,0,0,1,1,1
SAO GABRIEL,0,4,0,0,0,1,1,0,0,1,2,2
SAO JERONIMO,0,0,0,0,1,0,0,0,0,0,0,0
SAO JOAO DA URTIGA,0,1,0,0,0,0,0,0,1,0,0,0
SAO JOAO DO POLESINE,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS MISSOES,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO HORTENCIO,1,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO INHACORA,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,2,0,4,0,1,0,1,0,0,0,0,0
SAO JOSE DO OURO,0,0,0,0,1,0,1,0,0,0,0,0
SAO JOSE DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DOS AUSENTES,0,0,0,0,0,0,0,0,0,0,0,0
SAO LEOPOLDO,5,5,4,5,6,1,8,2,0,3,7,2
SAO LOURENCO DO SUL,1,0,1,0,0,0,1,2,1,3,1,0
SAO LUIZ GONZAGA,4,1,1,0,0,1,0,0,0,0,0,0
SAO MARCOS,0,1,0,0,0,0,0,0,1,0,0,0
SAO MARTINHO,0,0,1,0,0,0,0,0,0,0,0,0
SAO MARTINHO DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0
