Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CARLOS GOMES,0,0,0,0,0,0,0,1,0,1,0,0
CASCA,0,0,1,1,1,0,0,0,0,2,0,1
CASEIROS,0,0,0,1,0,0,0,0,0,0,0,0
CATUIPE,2,1,1,1,0,1,5,1,1,2,1,4
CAXIAS DO SUL,64,55,48,54,41,31,42,50,36,51,48,52
CENTENARIO,0,0,0,1,0,0,0,0,0,2,0,0
CERRITO,4,0,0,3,1,0,0,0,1,1,0,1
CERRO BRANCO,1,0,0,0,1,0,0,0,0,0,0,0
CERRO GRANDE,0,0,0,0,2,1,0,0,1,0,0,0
CERRO GRANDE DO SUL,2,1,0,2,2,1,1,1,0,1,2,1
CERRO LARGO,0,0,0,0,1,0,2,2,1,2,0,2
CHAPADA,1,0,1,1,0,0,1,1,2,1,0,0
CHARQUEADAS,5,4,6,5,4,3,2,2,2,9,3,6
CHARRUA,1,0,1,0,1,0,0,1,0,0,0,0
CHIAPETTA,2,0,0,0,0,0,0,0,0,4,0,1
CHUI,2,2,1,0,0,0,2,1,0,1,0,0
CHUVISCA,0,0,0,0,0,0,0,0,1,0,1,0
CIDREIRA,11,5,4,7,3,5,4,5,2,3,5,4
CIRIACO,2,1,0,0,1,1,0,1,0,0,1,1
COLINAS,0,0,1,0,0,0,0,0,0,0,0,1
COLORADO,0,0,1,0,0,0,0,3,0,0,0,0
CONDOR,0,0,0,0,1,0,0,3,1,0,1,2
CONSTANTINA,0,2,0,2,0,0,2,4,1,0,1,2
COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,1
COQUEIROS DO SUL,0,0,1,0,0,0,0,0,0,0,0,0
CORONEL BARROS,0,0,0,0,0,1,0,0,0,0,0,0
CORONEL BICACO,7,2,0,1,2,2,0,2,4,0,1,3
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,1,0,2,0,0,0,0,0,0,1,0,0
COXILHA,3,1,0,1,0,1,0,1,0,1,0,1
CRISSIUMAL,2,1,1,1,3,1,0,0,1,1,5,1
CRISTAL,3,2,1,0,0,0,0,0,1,1,0,0
CRISTAL DO SUL,0,0,0,0,0,1,2,0,0,0,0,1
CRUZ ALTA,10,17,12,12,5,7,8,15,14,9,14,12
CRUZALTENSE,0,0,0,0,1,0,0,0,0,0,1,0
CRUZEIRO DO SUL,1,0,0,2,3,1,3,0,0,5,0,2
DAVID CANABARRO,0,0,0,1,0,0,0,1,0,0,0,0
DERRUBADAS,0,0,0,0,0,0,0,0,0,1,0,0
DEZESSEIS DE NOVEMBRO,1,0,0,1,0,0,0,0,0,0,0,0
DILERMANDO DE AGUIAR,1,0,0,0,0,0,0,0,0,0,0,0
DOIS IRMAOS,4,3,1,5,2,2,2,2,6,4,5,3
DOIS IRMAOS DAS MISSOES,1,0,0,0,1,0,0,0,0,0,0,0
DOIS LAJEADOS,0,0,0,0,0,0,0,1,0,0,0,0
DOM FELICIANO,2,1,1,1,3,1,0,0,2,0,4,2
DOM PEDRITO,6,7,11,8,8,2,4,6,6,13,3,3
DOM PEDRO DE ALCANTARA,0,0,0,0,0,0,0,1,0,0,0,1
DONA FRANCISCA,0,2,1,0,2,0,0,0,0,0,0,0
DR MAURICIO CARDOSO,0,0,0,1,0,3,0,0,0,0,2,0
DOUTOR RICARDO,1,1,0,1,0,0,1,0,0,0,0,1
ELDORADO DO SUL,4,8,2,7,4,6,4,2,5,10,8,9
ENCANTADO,3,1,3,1,0,0,2,0,1,0,2,5
ENCRUZILHADA DO SUL,3,4,2,3,0,3,3,5,6,2,3,1
ENGENHO VELHO,0,0,0,0,0,0,0,0,0,0,1,0
ENTRE RIOS DO SUL,0,0,1,0,0,0,0,0,0,1,0,0
ENTRE IJUIS,2,0,0,3,1,0,0,0,0,0,1,0
EREBANGO,1,0,0,1,2,1,1,1,2,0,0,0
ERECHIM,20,26,19,21,11,9,16,18,23,22,21,33
ERNESTINA,0,1,2,0,0,0,0,1,0,1,0,0
ERVAL GRANDE,1,3,0,0,0,2,0,0,0,2,3,2
ERVAL SECO,2,0,0,0,1,0,0,1,1,0,3,0
ESMERALDA,0,2,0,0,1,0,0,0,0,2,1,2
ESPERANCA DO SUL,0,0,1,1,0,1,0,0,0,0,0,0
ESPUMOSO,2,2,2,2,2,0,0,1,1,1,2,2
ESTACAO,3,0,0,1,1,0,1,1,0,1,0,1
ESTANCIA VELHA,6,2,8,3,4,2,5,6,8,7,8,9
ESTEIO,19,20,15,8,14,6,6,6,20,8,10,15
ESTRELA,5,5,7,3,2,1,1,2,1,2,2,3
ESTRELA VELHA,0,0,2,0,0,0,0,1,1,0,0,0
EUGENIO DE CASTRO,0,0,0,0,0,0,0,0,0,0,1,0
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,14,5,11,6,5,10,8,8,11,8,10,9
FAXINAL DO SOTURNO,0,0,1,0,1,0,0,2,3,1,2,2
FAXINALZINHO,0,0,1,1,0,0,0,0,0,0,0,0
FAZENDA VILA NOVA,0,0,1,1,0,0,1,1,2,1,0,2
FELIZ,1,1,1,0,1,2,1,2,1,1,1,2
FLORES DA CUNHA,6,0,3,2,2,4,1,1,3,3,1,4
FLORIANO PEIXOTO,1,0,0,1,0,0,0,0,1,0,1,0
FONTOURA XAVIER,1,0,0,0,0,0,0,0,0,1,0,2
FORMIGUEIRO,0,1,1,0,0,2,0,0,0,0,3,1
FORQUETINHA,0,0,0,1,0,0,0,0,0,0,0,0
FORTALEZA DOS VALOS,0,1,0,0,1,0,0,2,0,0,0,0
FREDERICO WESTPHALEN,6,1,3,7,4,6,6,6,4,6,2,12
GARIBALDI,5,1,3,1,2,0,5,5,3,5,2,3
GARRUCHOS,0,0,0,0,0,0,0,0,0,0,0,0
GAURAMA,2,1,1,0,1,0,3,2,0,1,2,0
GENERAL CAMARA,1,2,0,0,1,2,0,2,0,0,0,0
GENTIL,0,0,0,0,0,0,1,0,0,0,0,0
GETULIO VARGAS,3,4,3,3,1,1,2,6,1,11,4,5
GIRUA,2,1,3,2,2,1,6,0,0,3,2,3
GLORINHA,0,0,0,0,2,0,0,0,2,0,0,3
GRAMADO,7,4,3,5,1,3,4,10,1,6,7,7
GRAMADO DOS LOUREIROS,0,0,0,0,0,1,0,0,0,0,0,0
GRAMADO XAVIER,0,1,0,0,0,0,0,0,0,0,0,0
GRAVATAI,37,38,34,36,23,26,31,26,35,26,35,38
GUABIJU,0,0,1,3,0,0,0,0,0,0,0,0
GUAIBA,20,21,15,25,17,6,13,8,15,23,28,11
GUAPORE,1,3,5,3,3,1,5,0,0,3,5,7
GUARANI DAS MISSOES,0,1,2,3,1,2,0,3,0,2,1,2
HARMONIA,0,0,0,0,0,0,0,0,0,0,0,1
HERVAL,0,1,0,2,0,0,0,0,0,1,4,1
HERVEIRAS,0,0,0,0,0,2,0,0,0,1,1,0
HORIZONTINA,3,1,0,3,0,2,1,0,3,1,2,5
HULHA NEGRA,0,0,1,2,0,0,0,1,1,2,1,0
HUMAITA,0,1,0,0,0,0,4,1,1,1,1,0
IBARAMA,3,0,2,0,1,0,0,0,0,0,1,1
IBIACA,0,1,0,0,0,0,0,1,1,0,0,0
IBIRAIARAS,0,0,0,0,0,0,1,3,0,0,3,3
IBIRAPUITA,0,0,1,0,0,0,0,0,3,0,0,0
IBIRUBA,5,2,1,0,0,0,4,1,1,3,3,3
IGREJINHA,8,6,5,3,6,8,8,5,6,5,7,9
IJUI,13,14,10,10,12,13,13,21,11,11,12,21
ILOPOLIS,1,1,1,1,0,0,0,0,0,1,0,2
IMBE,13,14,7,4,4,3,5,5,7,4,9,16
IMIGRANTE,0,0,0,0,0,0,0,0,0,0,0,0
INDEPENDENCIA,0,4,1,0,0,0,0,0,0,0,0,2
INHACORA,1,0,0,0,1,0,0,0,0,1,0,2
IPE,0,0,2,0,1,0,0,0,1,3,0,0
IPIRANGA DO SUL,0,0,0,0,0,0,1,0,0,0,0,1
IRAI,3,1,1,0,3,2,2,0,1,4,1,2
ITAARA,2,1,0,0,0,1,0,0,0,0,1,0
ITACURUBI,0,0,0,0,0,0,0,0,1,0,0,1
ITAPUCA,0,0,0,0,0,0,0,0,0,0,0,1
ITAQUI,12,5,5,8,4,3,9,6,4,3,3,11
ITATI,0,0,0,0,0,0,1,0,0,0,0,0
ITATIBA DO SUL,0,0,0,0,0,0,0,0,1,0,0,0
IVORA,0,0,0,0,0,0,0,0,0,1,0,1
IVOTI,2,3,0,2,1,2,3,1,1,0,2,1
JABOTICABA,0,0,0,1,0,0,0,0,2,0,0,0
JACUIZINHO,0,0,0,0,0,0,0,0,0,0,0,0
JACUTINGA,0,0,0,0,0,0,0,0,0,1,0,0
JAGUARAO,4,4,4,5,2,4,2,2,3,1,6,11
JAGUARI,0,0,1,0,0,1,2,0,0,3,2,2
JAQUIRANA,0,0,0,0,0,0,0,0,0,1,0,1
JARI,0,0,0,0,0,0,0,0,0,0,0,0
JOIA,1,1,2,2,0,2,0,0,1,1,1,0
JULIO DE CASTILHOS,2,3,1,3,0,1,2,3,1,5,3,3
LAGOA BONITA DO SUL,0,1,0,0,0,0,0,0,0,1,0,0
LAGOA DOS TRES CANTOS,0,0,0,0,0,0,0,0,0,0,0,0
LAGOA VERMELHA,6,1,6,3,2,4,5,3,11,5,4,1
LAGOAO,1,0,0,1,0,0,0,0,0,0,0,0
LAJEADO,9,14,14,8,8,6,7,9,7,8,15,14
LAJEADO DO BUGRE,0,1,0,1,1,2,0,0,1,1,0,0
LAVRAS DO SUL,2,0,0,0,1,2,1,1,1,0,1,2
LIBERATO SALZANO,1,1,1,0,0,1,0,2,0,0,0,1
LINDOLFO COLLOR,0,0,0,1,1,1,0,1,1,2,1,1
LINHA NOVA,0,0,0,0,0,0,1,1,0,0,0,0
MACAMBARA,1,0,0,0,0,0,0,0,0,0,0,0
MACHADINHO,1,1,1,0,0,0,2,2,0,2,1,1
MAMPITUBA,1,0,0,0,0,0,0,0,0,0,0,0
MANOEL VIANA,1,0,0,1,0,0,0,2,0,0,0,1
MAQUINE,0,2,1,1,0,0,2,0,1,1,2,1
MARATA,0,0,0,0,0,1,0,1,0,0,0,1
MARAU,12,7,7,8,6,4,10,5,4,11,11,16
MARCELINO RAMOS,0,2,0,2,2,0,0,2,0,0,0,0
MARIANA PIMENTEL,0,0,0,1,0,0,0,0,0,0,0,0
MARIANO MORO,1,0,1,1,1,0,0,0,0,0,0,0
MARQUES DE SOUZA,0,0,0,0,0,0,0,0,1,0,0,0
MATA,0,0,0,0,1,0,0,0,0,1,1,1
MATO CASTELHANO,0,0,0,0,1,0,0,0,1,0,1,2
MATO LEITAO,1,2,2,1,0,0,0,0,0,0,0,0
MATO QUEIMADO,0,0,0,0,0,0,0,0,0,0,0,1
MAXIMILIANO DE ALMEIDA,0,0,1,0,0,1,0,1,0,1,0,0
MINAS DO LEAO,1,2,0,1,1,1,2,0,0,0,3,4
MIRAGUAI,2,2,0,1,0,0,1,1,2,1,3,0
MONTAURI,0,0,0,0,0,0,0,0,0,0,1,0
MONTE ALEGRE DOS CAMPOS,0,0,0,0,0,0,0,0,0,0,0,0
MONTE BELO DO SUL,0,1,0,0,0,0,0,0,0,2,0,0
MONTENEGRO,12,7,7,13,7,4,6,7,9,10,13,9
MORMACO,0,0,0,0,0,0,0,0,0,0,0,0
MORRINHOS DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
MORRO REDONDO,1,0,0,0,0,1,0,0,1,0,1,0
MORRO REUTER,0,0,0,0,0,2,0,1,2,0,1,0
MOSTARDAS,2,1,0,4,0,0,1,1,3,3,2,0
MUCUM,2,0,0,0,0,0,0,0,1,2,1,2
MUITOS CAPOES,1,1,0,0,0,1,0,1,0,0,0,0
MULITERNO,0,0,0,0,0,0,1,0,0,0,1,0
NAO ME TOQUE,3,0,1,2,2,3,1,1,2,4,2,2
NICOLAU VERGUEIRO,0,0,0,0,0,0,0,0,0,0,0,1
NONOAI,2,0,0,0,1,0,1,4,0,2,1,1
NOVA ALVORADA,1,0,1,1,0,0,1,0,0,0,2,0
NOVA ARACA,0,0,0,0,1,0,2,0,0,1,0,0
NOVA BASSANO,0,2,0,0,1,1,0,2,1,1,4,2
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,2,0,0,1,0,0,0,0,1,0,0,0
NOVA CANDELARIA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA ESPERANCA DO SUL,0,0,0,1,0,0,0,1,0,0,1,0
NOVA HARTZ,5,6,2,0,1,0,3,1,2,4,0,2
NOVA PADUA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA PALMA,0,1,0,0,0,2,0,0,1,1,3,1
NOVA PETROPOLIS,1,1,1,0,2,0,0,4,3,0,5,2
NOVA PRATA,3,3,5,2,4,5,4,6,3,4,1,4
NOVA RAMADA,0,0,0,0,0,0,0,0,1,0,0,0
NOVA ROMA DO SUL,0,0,0,0,0,0,0,1,0,0,0,1
NOVA SANTA RITA,3,3,1,6,5,2,4,4,1,1,2,7
NOVO BARREIRO,0,0,0,0,2,0,1,2,0,0,0,0
NOVO CABRAIS,2,0,5,0,1,0,0,0,0,0,0,0
NOVO HAMBURGO,30,34,25,28,14,23,20,25,20,36,28,25
NOVO MACHADO,0,0,0,0,0,0,1,0,0,0,1,0
NOVO TIRADENTES,0,0,0,1,0,0,0,0,0,0,0,1
NOVO XINGU,2,0,0,0,1,0,1,0,0,0,0,0
OSORIO,16,11,6,7,4,7,5,4,3,10,10,7
PAIM FILHO,1,1,2,1,0,1,3,0,0,0,1,0
PALMARES DO SUL,4,7,4,2,3,0,3,2,0,1,6,3
PALMEIRA DAS MISSOES,5,6,10,9,2,1,4,4,3,4,2,9
PALMITINHO,0,1,1,2,0,0,1,4,2,2,0,1
PANAMBI,6,3,3,3,5,2,5,8,7,7,3,8
PANTANO GRANDE,2,2,3,0,1,0,0,0,2,1,1,2
PARAI,1,0,0,0,0,0,0,0,4,0,0,1
PARAISO DO SUL,0,0,1,3,0,1,0,3,0,0,0,0
PARECI NOVO,0,1,1,0,1,0,0,1,0,0,0,2
PAROBE,6,4,11,6,6,10,9,11,8,14,14,13
PASSA SETE,0,0,0,0,0,0,0,1,1,0,0,1
PASSO DO SOBRADO,1,0,1,0,0,1,0,0,1,0,1,1
PASSO FUNDO,47,44,43,24,27,32,39,32,31,50,38,58
PAULO BENTO,1,0,0,1,0,0,0,0,0,0,0,0
PAVERAMA,0,1,0,1,0,0,0,0,0,1,0,0
PEDRAS ALTAS,0,0,0,0,1,0,0,0,0,0,0,1
PEDRO OSORIO,0,1,0,0,2,0,3,3,3,0,1,0
PEJUCARA,0,1,0,0,0,0,0,1,0,0,1,0
PELOTAS,75,60,60,38,45,39,48,56,44,55,66,67
PICADA CAFE,1,0,0,0,0,1,0,0,0,0,1,1
PINHAL,1,0,0,0,0,0,1,1,0,0,0,0
PINHAL DA SERRA,0,1,0,0,0,0,0,0,0,0,0,0
PINHAL GRANDE,0,0,0,0,0,0,1,0,0,0,0,0
PINHEIRINHO DO VALE,0,1,1,1,0,2,2,1,0,1,0,1
PINHEIRO MACHADO,1,0,1,1,2,1,0,2,5,1,1,3
PINTO BANDEIRA,0,0,0,0,0,0,1,0,1,0,0,2
PIRAPO,0,0,0,0,0,0,1,0,0,0,0,0
PIRATINI,3,5,4,3,2,1,8,2,2,4,3,1
PLANALTO,3,0,2,5,0,1,1,0,1,0,2,5
POCO DAS ANTAS,0,1,0,0,0,0,0,0,0,1,0,0
PONTAO,1,0,0,1,1,0,0,0,0,0,0,0
PONTE PRETA,0,0,0,0,0,0,0,0,0,0,0,0
PORTAO,5,4,1,2,4,3,4,5,1,1,4,2
PORTO ALEGRE,255,193,210,189,163,151,168,207,201,237,237,226
PORTO LUCENA,0,1,0,1,0,0,0,1,0,0,1,1
PORTO MAUA,0,1,0,0,1,0,0,0,0,0,0,1
PORTO VERA CRUZ,0,1,1,1,0,0,1,0,0,1,1,0
PORTO XAVIER,1,2,1,0,2,0,2,0,0,0,1,5
POUSO NOVO,0,0,0,0,0,0,0,0,0,0,0,0
PRESIDENTE LUCENA,0,0,1,0,0,0,0,0,0,0,0,1
PROGRESSO,0,0,1,0,0,0,0,1,0,0,0,1
PROTASIO ALVES,0,0,0,1,0,0,0,0,0,0,0,0
PUTINGA,0,1,0,0,0,0,0,0,0,0,0,1
QUARAI,4,7,4,3,6,4,6,5,9,8,4,11
QUATRO IRMAOS,1,0,0,2,0,0,0,0,0,2,0,0
QUEVEDOS,2,0,0,0,0,0,0,0,0,0,0,0
QUINZE DE NOVEMBRO,0,1,0,0,0,0,0,0,1,0,0,2
REDENTORA,2,2,0,5,3,2,2,0,2,3,0,2
RELVADO,0,0,0,0,0,0,0,0,0,0,0,0
RESTINGA SECA,2,0,1,1,0,2,0,1,1,3,0,2
RIO DOS INDIOS,0,0,0,0,0,0,2,0,1,0,0,1
RIO GRANDE,48,44,30,23,18,15,30,40,30,33,24,41
RIO PARDO,6,2,2,2,5,4,7,2,3,2,6,7
RIOZINHO,0,0,0,1,0,0,0,2,1,1,2,3
ROCA SALES,1,1,2,2,0,0,1,0,1,3,1,1
RODEIO BONITO,0,1,1,0,0,0,0,1,1,1,0,0
ROLADOR,0,1,0,0,0,0,0,0,0,0,0,0
ROLANTE,9,3,1,4,2,2,2,3,4,4,3,1
RONDA ALTA,1,0,0,1,1,1,0,2,0,2,1,2
RONDINHA,0,0,1,0,1,0,0,0,1,0,0,0
ROQUE GONZALES,1,0,0,0,0,1,1,0,1,0,0,2
ROSARIO DO SUL,8,6,8,4,3,4,2,5,1,7,9,3
SAGRADA FAMILIA,1,1,0,0,0,0,1,0,0,0,0,0
SALDANHA MARINHO,0,0,0,2,0,1,1,1,0,2,0,1
SALTO DO JACUI,4,1,4,1,2,2,0,1,1,3,0,0
SALVADOR DAS MISSOES,0,0,0,0,0,0,0,0,0,0,1,0
SALVADOR DO SUL,0,1,1,0,1,1,0,0,0,2,1,2
SANANDUVA,3,5,0,5,1,2,1,4,1,1,1,2
SANTA BARBARA DO SUL,1,1,2,0,0,1,0,0,0,2,3,0
SANTA CECILIA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
SANTA CLARA DO SUL,0,0,0,0,0,0,0,1,0,1,1,1
SANTA CRUZ DO SUL,20,11,19,15,15,10,16,13,22,22,12,21
SANTA MARGARIDA DO SUL,0,0,0,0,0,1,0,0,0,0,0,1
SANTA MARIA,62,56,41,40,31,19,28,37,48,48,31,50
SANTA MARIA DO HERVAL,1,0,0,0,0,0,0,1,0,0,1,0
SANTA ROSA,14,9,8,8,9,8,14,9,13,10,13,23
SANTA TEREZA,0,0,0,1,0,0,0,0,0,1,0,0
SANTA VITORIA DO PALMAR,8,2,5,4,4,4,5,4,6,4,5,9
SANTANA DA BOA VISTA,2,1,0,0,0,1,0,0,0,1,1,2
SANTANA DO LIVRAMENTO,11,7,10,10,10,9,16,14,9,14,15,16
SANTIAGO,5,6,8,6,5,6,6,9,7,13,13,10
SANTO ANGELO,19,14,16,15,5,5,11,13,9,19,19,19
SANTO ANTONIO DA PATRULHA,8,5,10,0,1,1,3,1,1,3,6,4
SANTO ANTONIO DAS MISSOES,1,2,2,1,1,0,1,0,0,1,2,0
SANTO ANTONIO DO PALMA,1,0,0,0,0,0,0,0,0,1,0,1
SANTO ANTONIO DO PLANALTO,0,0,0,0,0,0,0,0,0,1,0,0
SANTO AUGUSTO,1,3,3,3,3,4,5,6,2,1,2,0
SANTO CRISTO,0,1,1,0,1,1,0,0,1,0,1,1
SANTO EXPEDITO DO SUL,0,0,0,0,0,2,0,0,0,0,0,0
SAO BORJA,14,6,4,7,6,2,3,10,11,4,9,12
SAO DOMINGOS DO SUL,1,1,0,0,0,0,0,0,0,0,0,1
SAO FRANCISCO DE ASSIS,5,1,1,0,2,1,1,4,6,2,1,5
SAO FRANCISCO DE PAULA,6,2,4,1,6,3,4,3,2,5,3,7
SAO GABRIEL,5,11,10,9,10,2,5,9,10,9,18,12
SAO JERONIMO,5,1,2,6,0,5,2,4,0,2,4,4
SAO JOAO DA URTIGA,0,1,0,0,0,0,1,0,0,0,0,0
SAO JOAO DO POLESINE,0,0,0,0,0,0,0,0,0,0,0,0
SAO JORGE,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DAS MISSOES,2,0,1,1,0,0,0,0,0,0,0,0
SAO JOSE DO HERVAL,0,0,0,0,0,0,1,0,0,0,1,0
SAO JOSE DO HORTENCIO,0,0,0,0,0,1,0,2,0,0,1,0
SAO JOSE DO INHACORA,0,0,0,0,0,0,0,0,0,0,0,0
SAO JOSE DO NORTE,1,4,3,1,1,2,0,1,1,1,3,1
SAO JOSE DO OURO,0,0,0,1,0,0,1,1,0,1,2,0
SAO JOSE DO SUL,1,0,0,0,0,0,0,0,0,0,1,1
SAO JOSE DOS AUSENTES,1,1,0,0,0,1,0,0,1,0,1,0
SAO LEOPOLDO,36,33,38,33,29,33,28,33,35,27,32,44
SAO LOURENCO DO SUL,10,7,6,3,5,5,7,3,3,5,3,3
SAO LUIZ GONZAGA,4,3,3,2,2,4,3,10,4,6,6,12
SAO MARCOS,1,2,1,4,0,4,4,0,1,4,3,3
SAO MARTINHO,0,0,0,0,0,0,0,2,0,0,0,1
SAO MARTINHO DA SERRA,1,0,0,0,1,0,0,0,1,0,0,0
