Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CAMPESTRE DA SERRA,1,0,0,1,0,1,0,0,0,1,0,
CAMPINA DAS MISSOES,3,3,2,1,0,4,0,1,1,0,1,
CAMPINAS DO SUL,0,2,2,0,2,1,0,1,1,0,2,
CAMPO BOM,19,18,16,17,13,20,15,13,19,18,18,
CAMPO NOVO,2,4,3,8,1,1,3,3,0,3,3,
CAMPOS BORGES,1,1,0,0,0,0,1,0,1,2,3,
CANDELARIA,13,8,3,10,7,5,12,6,5,9,10,
CANDIDO GODOI,2,0,1,0,0,1,2,2,1,2,1,
CANDIOTA,3,1,1,1,0,0,2,1,2,2,0,
CANELA,32,28,21,13,12,21,6,12,10,16,23,
CANGUCU,7,9,5,4,5,1,10,4,6,8,7,
CANOAS,80,88,98,63,40,61,78,69,66,71,87,
CANUDOS DO VALE,0,0,0,0,0,1,0,0,1,0,0,
CAPAO BONITO DO SUL,0,1,1,0,1,0,1,0,1,2,0,
CAPAO DA CANOA,35,21,25,11,22,17,18,16,16,10,28,
CAPAO DO CIPO,0,2,0,0,2,1,1,1,0,0,0,
CAPAO DO LEAO,6,5,6,6,3,6,9,7,4,2,8,
CAPELA DE SANTANA,2,2,2,2,2,3,3,3,1,0,1,
CAPITAO,0,1,0,0,2,1,1,1,1,0,0,
CAPIVARI DO SUL,0,0,0,0,0,1,0,1,1,0,2,
CARAA,4,0,2,1,1,1,0,1,0,1,1,
CARAZINHO,34,32,33,26,9,25,15,27,17,29,23,
CARLOS BARBOSA,3,3,3,8,1,6,2,2,2,3,6,
CARLOS GOMES,0,0,0,0,0,0,0,0,0,0,0,
CASCA,2,1,0,2,4,0,0,3,1,0,3,
CASEIROS,0,0,0,3,1,0,1,0,0,0,0,
CATUIPE,0,3,0,0,3,3,1,1,3,0,5,
CAXIAS DO SUL,107,93,110,91,86,70,82,96,91,74,92,
CENTENARIO,0,0,1,1,0,0,0,0,0,0,2,
CERRITO,0,1,2,0,0,0,1,0,0,0,1,
CERRO BRANCO,3,0,1,0,0,3,0,0,0,0,0,
CERRO GRANDE,0,1,2,0,2,0,1,1,0,0,3,
CERRO GRANDE DO SUL,1,1,3,4,3,1,2,4,3,2,3,
CERRO LARGO,2,7,3,0,1,5,1,1,3,0,4,
CHAPADA,1,1,4,4,1,0,0,2,1,4,1,
CHARQUEADAS,12,7,13,5,8,13,4,10,6,6,6,
CHARRUA,0,0,0,0,0,0,0,0,1,1,0,
CHIAPETTA,1,1,2,1,2,0,0,2,1,1,2,
CHUI,6,2,0,2,3,1,0,4,1,1,1,
CHUVISCA,2,0,0,0,1,0,1,0,0,0,1,
CIDREIRA,16,12,6,9,8,4,7,4,7,8,6,
CIRIACO,2,0,1,0,0,1,2,1,1,1,2,
COLINAS,0,0,0,1,0,0,0,0,0,0,0,
COLORADO,0,0,0,0,1,2,2,0,1,1,1,
CONDOR,1,1,3,1,3,2,1,0,0,1,1,
CONSTANTINA,2,1,1,2,0,1,0,2,2,1,1,
COQUEIRO BAIXO,0,0,2,0,0,0,0,0,0,0,0,
COQUEIROS DO SUL,0,1,2,0,0,1,0,0,0,0,0,
CORONEL BARROS,0,0,0,2,0,0,0,2,0,0,0,
CORONEL BICACO,2,2,2,2,1,0,1,7,3,1,1,
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,
COTIPORA,1,0,1,1,0,0,1,1,1,1,1,
COXILHA,2,1,0,0,0,1,1,1,0,1,0,
CRISSIUMAL,1,2,6,5,5,6,2,8,8,2,6,
CRISTAL,3,3,5,0,1,0,0,2,1,4,0,
CRISTAL DO SUL,1,2,0,0,0,1,0,0,1,1,1,
CRUZ ALTA,25,23,25,21,14,24,10,20,15,17,19,
CRUZALTENSE,0,0,1,0,0,2,2,0,0,1,1,
CRUZEIRO DO SUL,3,1,1,4,0,0,2,1,0,1,0,
DAVID CANABARRO,0,0,2,0,0,0,1,0,3,1,0,
DERRUBADAS,0,1,1,1,2,0,0,0,1,0,1,
DEZESSEIS DE NOVEMBRO,1,0,0,0,0,0,2,1,0,0,0,
DILERMANDO DE AGUIAR,0,0,1,0,0,1,1,1,1,0,0,
DOIS IRMAOS,2,2,3,5,3,5,5,1,2,6,9,
DOIS IRMAOS DAS MISSOES,0,1,1,0,0,0,0,1,0,0,0,
DOIS LAJEADOS,1,1,0,0,0,1,0,0,1,0,0,
DOM FELICIANO,6,6,3,1,3,0,5,5,2,3,2,
DOM PEDRITO,12,8,10,9,6,10,2,1,4,3,8,
DOM PEDRO DE ALCANTARA,0,0,1,3,1,0,3,0,0,0,0,
DONA FRANCISCA,2,3,1,0,0,1,0,2,0,2,1,
DR MAURICIO CARDOSO,2,0,0,1,0,2,1,1,1,2,2,
DOUTOR RICARDO,0,0,0,0,0,0,0,0,0,3,0,
ELDORADO DO SUL,11,14,10,11,1,0,9,7,11,8,7,
ENCANTADO,7,6,5,10,5,5,5,4,9,15,13,
ENCRUZILHADA DO SUL,6,8,4,5,3,6,4,4,2,1,6,
ENGENHO VELHO,1,0,0,0,0,0,0,0,1,0,0,
ENTRE RIOS DO SUL,0,0,1,2,1,1,1,1,2,1,1,
ENTRE IJUIS,3,0,2,2,2,2,6,1,4,6,2,
EREBANGO,3,3,0,0,0,1,2,1,1,1,0,
ERECHIM,47,57,45,38,28,29,30,40,34,50,46,
ERNESTINA,0,2,3,0,0,1,0,0,0,0,0,
ERVAL GRANDE,1,1,4,1,0,1,2,3,1,0,3,
ERVAL SECO,2,1,4,4,2,1,6,5,0,3,2,
ESMERALDA,0,3,1,0,1,3,2,0,1,0,1,
ESPERANCA DO SUL,1,1,0,1,2,1,1,1,0,0,0,
ESPUMOSO,8,6,7,4,2,8,2,2,2,2,4,
ESTACAO,2,0,1,2,3,2,0,3,0,2,3,
ESTANCIA VELHA,11,14,5,9,3,13,13,13,7,7,8,
ESTEIO,16,23,15,21,12,16,5,19,15,14,15,
ESTRELA,6,13,8,4,1,3,6,3,8,8,3,
ESTRELA VELHA,0,0,2,0,0,1,1,0,0,0,1,
EUGENIO DE CASTRO,1,1,1,0,0,1,0,1,1,3,1,
FAGUNDES VARELA,0,1,0,0,0,0,0,0,0,0,1,
FARROUPILHA,19,20,18,14,15,14,10,11,14,15,13,
FAXINAL DO SOTURNO,5,6,2,2,1,2,0,4,3,2,2,
FAXINALZINHO,0,2,0,0,2,0,1,0,1,0,1,
FAZENDA VILA NOVA,0,2,4,0,1,0,0,1,0,2,2,
FELIZ,2,0,1,2,2,2,1,2,1,4,1,
FLORES DA CUNHA,9,6,5,8,5,6,4,6,8,13,5,
FLORIANO PEIXOTO,1,0,0,0,0,0,0,0,0,0,0,
FONTOURA XAVIER,5,1,4,1,1,3,0,1,0,1,1,
FORMIGUEIRO,2,2,0,3,0,1,1,3,0,0,1,
FORQUETINHA,0,1,0,0,0,0,0,0,0,0,0,
FORTALEZA DOS VALOS,3,3,2,0,0,3,3,0,2,1,4,
FREDERICO WESTPHALEN,12,9,16,11,7,5,10,16,14,14,14,
GARIBALDI,7,7,2,2,5,4,5,5,5,4,1,
GARRUCHOS,0,0,0,0,0,1,0,0,0,0,0,
GAURAMA,1,5,2,0,1,0,2,1,4,1,3,
GENERAL CAMARA,2,0,3,2,1,0,1,3,2,2,1,
GENTIL,1,0,0,1,0,1,1,0,0,0,0,
GETULIO VARGAS,5,4,5,2,4,3,3,4,0,3,5,
GIRUA,8,7,7,5,4,3,1,7,6,3,5,
GLORINHA,0,4,0,0,2,0,1,1,0,1,1,
GRAMADO,14,7,12,13,6,10,10,3,3,6,15,
GRAMADO DOS LOUREIROS,0,3,0,2,0,0,0,1,0,2,0,
GRAMADO XAVIER,2,0,0,0,1,2,0,2,0,0,0,
GRAVATAI,76,55,74,57,36,58,45,70,73,87,48,
GUABIJU,0,0,0,1,0,0,0,0,0,0,0,
GUAIBA,26,29,27,17,10,13,17,24,17,21,24,
GUAPORE,9,4,4,9,2,5,5,8,4,5,3,
GUARANI DAS MISSOES,1,6,2,4,1,5,1,2,4,2,5,
HARMONIA,1,5,1,0,0,0,0,1,1,4,1,
HERVAL,0,2,0,0,0,2,0,1,0,1,1,
HERVEIRAS,1,2,1,0,0,0,0,0,1,2,0,
HORIZONTINA,6,9,5,3,3,4,3,4,7,4,4,
HULHA NEGRA,0,1,0,0,1,0,2,0,2,1,0,
HUMAITA,4,1,3,0,3,0,4,2,1,1,0,
IBARAMA,1,1,2,1,0,0,0,4,2,1,0,
IBIACA,1,1,2,0,0,1,0,1,1,0,1,
IBIRAIARAS,4,2,4,1,1,1,1,1,1,0,3,
IBIRAPUITA,1,1,0,2,1,0,1,0,0,0,2,
IBIRUBA,2,5,2,0,3,2,4,3,2,4,4,
IGREJINHA,7,14,14,6,1,3,6,8,10,9,9,
IJUI,26,26,21,23,16,29,27,17,26,20,23,
ILOPOLIS,1,2,1,1,0,1,1,1,1,1,0,
IMBE,20,12,14,14,8,6,7,14,6,7,14,
IMIGRANTE,0,0,1,0,0,1,0,0,0,0,0,
INDEPENDENCIA,1,1,1,3,2,0,1,5,3,1,0,
INHACORA,3,0,1,1,1,1,0,0,1,1,0,
IPE,1,4,0,3,1,1,1,2,0,1,0,
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,
IRAI,3,8,6,8,6,4,3,2,2,8,6,
ITAARA,1,0,2,1,0,1,1,3,0,4,1,
ITACURUBI,0,0,1,0,0,0,1,0,0,0,0,
ITAPUCA,0,0,2,0,0,0,0,0,0,0,0,
ITAQUI,10,5,8,4,14,11,5,3,5,2,6,
ITATI,0,0,0,0,0,2,1,0,1,1,1,
ITATIBA DO SUL,0,0,1,2,3,2,0,0,0,1,1,
IVORA,1,0,1,0,0,0,1,2,1,0,0,
IVOTI,3,5,3,1,4,2,6,3,2,4,0,
JABOTICABA,2,0,0,0,0,1,2,0,0,0,0,
JACUIZINHO,0,0,1,0,1,1,1,0,0,0,1,
JACUTINGA,5,6,1,0,1,0,1,1,2,1,1,
JAGUARAO,8,9,5,10,2,6,3,4,2,8,3,
JAGUARI,2,5,7,2,0,1,2,1,0,2,2,
JAQUIRANA,2,2,0,3,2,1,1,3,2,0,3,
JARI,0,0,1,0,1,1,0,0,0,1,1,
JOIA,4,0,4,2,3,1,1,2,3,1,1,
JULIO DE CASTILHOS,12,8,11,5,1,11,3,7,12,6,4,
LAGOA BONITA DO SUL,0,1,0,0,0,1,0,0,0,0,2,
LAGOA DOS TRES CANTOS,0,1,1,0,0,0,0,2,0,0,0,
LAGOA VERMELHA,16,15,12,14,12,5,10,6,10,5,8,
LAGOAO,2,1,0,2,0,0,0,0,0,0,3,
LAJEADO,30,17,23,17,8,25,14,15,13,16,31,
LAJEADO DO BUGRE,0,0,0,2,2,0,0,0,0,2,1,
LAVRAS DO SUL,2,2,0,0,0,1,1,0,1,1,0,
LIBERATO SALZANO,2,0,0,0,0,2,0,1,2,3,1,
LINDOLFO COLLOR,1,1,2,0,0,0,1,2,1,1,1,
LINHA NOVA,1,0,1,0,0,0,0,0,0,0,0,
MACAMBARA,0,1,0,0,0,0,1,0,0,1,0,
MACHADINHO,0,0,2,0,4,3,1,3,2,3,2,
MAMPITUBA,1,0,0,0,0,0,0,0,0,0,0,
MANOEL VIANA,2,4,0,2,2,8,2,0,3,2,0,
MAQUINE,5,7,2,1,0,0,4,3,1,1,1,
MARATA,0,0,0,0,0,1,1,0,0,0,0,
MARAU,9,12,8,9,8,12,9,13,9,7,8,
MARCELINO RAMOS,0,0,0,1,0,0,0,0,1,3,0,
MARIANA PIMENTEL,4,0,1,0,1,1,0,0,0,0,0,
MARIANO MORO,0,2,1,0,1,0,0,0,1,0,0,
MARQUES DE SOUZA,2,1,1,0,1,1,0,0,0,0,0,
MATA,0,0,0,0,0,2,0,0,0,1,1,
MATO CASTELHANO,0,0,3,0,1,0,0,2,0,2,3,
MATO LEITAO,1,1,0,1,0,0,1,1,2,1,0,
MATO QUEIMADO,1,0,0,0,1,0,1,0,0,0,0,
MAXIMILIANO DE ALMEIDA,2,2,3,2,4,3,2,3,2,2,2,
MINAS DO LEAO,2,1,1,0,0,2,1,1,0,1,1,
MIRAGUAI,3,5,5,2,4,3,3,6,1,1,2,
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,
MONTE ALEGRE DOS CAMPOS,2,2,3,0,1,0,1,1,0,0,2,
MONTE BELO DO SUL,0,0,0,0,2,0,0,1,2,0,0,
MONTENEGRO,16,17,16,14,15,9,17,22,15,12,14,
MORMACO,1,0,1,1,0,0,0,0,1,1,1,
MORRINHOS DO SUL,0,0,0,0,1,1,2,1,1,0,0,
MORRO REDONDO,2,0,1,1,0,0,1,4,3,0,0,
MORRO REUTER,1,3,0,0,0,0,0,1,0,1,0,
MOSTARDAS,2,3,6,1,1,0,2,1,2,2,0,
MUCUM,1,0,1,3,1,0,4,0,2,1,2,
MUITOS CAPOES,0,0,1,1,1,1,0,0,0,1,0,
MULITERNO,0,0,0,0,0,0,0,0,3,0,0,
NAO ME TOQUE,1,4,6,4,0,2,1,3,1,4,10,
NICOLAU VERGUEIRO,0,0,1,0,0,0,0,0,0,0,0,
NONOAI,2,4,2,3,0,5,5,2,7,2,2,
NOVA ALVORADA,1,1,1,0,1,0,0,2,0,1,1,
NOVA ARACA,1,2,0,0,1,1,0,0,1,0,0,
NOVA BASSANO,0,1,3,4,2,0,1,1,1,1,1,
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,
NOVA BRESCIA,1,0,1,2,1,0,0,0,1,0,1,
NOVA CANDELARIA,0,0,0,0,0,2,2,0,2,2,1,
NOVA ESPERANCA DO SUL,1,2,0,2,0,0,1,0,1,3,1,
NOVA HARTZ,9,8,8,3,2,5,6,11,2,2,1,
NOVA PADUA,0,0,2,0,0,1,0,0,0,0,0,
NOVA PALMA,0,4,1,0,1,1,0,0,1,0,0,
NOVA PETROPOLIS,1,1,3,1,3,4,4,0,5,1,3,
NOVA PRATA,7,4,2,4,4,7,4,7,4,2,5,
NOVA RAMADA,0,0,0,1,0,1,0,0,0,0,0,
NOVA ROMA DO SUL,0,0,2,0,1,0,0,0,1,1,2,
NOVA SANTA RITA,8,6,10,6,2,10,7,3,5,8,7,
NOVO BARREIRO,3,1,0,0,0,3,0,1,3,1,0,
NOVO CABRAIS,0,1,0,0,0,1,1,1,0,0,0,
NOVO HAMBURGO,69,62,52,40,29,43,44,46,38,53,56,
NOVO MACHADO,0,0,2,1,0,0,0,0,1,0,0,
NOVO TIRADENTES,2,1,3,0,2,1,0,0,2,0,1,
NOVO XINGU,0,0,1,1,0,1,0,0,0,0,0,
OSORIO,15,14,11,12,12,8,12,10,9,6,14,
PAIM FILHO,1,0,0,1,0,2,2,1,0,1,0,
PALMARES DO SUL,7,7,7,2,2,1,3,2,1,2,1,
PALMEIRA DAS MISSOES,12,11,20,9,8,11,11,7,15,16,23,
PALMITINHO,4,1,2,4,2,3,3,5,2,3,1,
PANAMBI,10,8,12,9,13,5,10,5,16,5,13,
PANTANO GRANDE,2,5,2,3,2,6,2,1,3,1,4,
PARAI,0,2,2,2,0,1,3,1,0,2,1,
PARAISO DO SUL,4,4,0,1,1,0,0,1,3,2,4,
PARECI NOVO,2,2,2,0,1,0,0,0,0,1,0,
PAROBE,18,21,21,7,14,13,17,18,17,12,22,
PASSA SETE,1,1,1,1,0,0,1,2,0,2,1,
PASSO DO SOBRADO,1,1,3,2,0,0,0,0,0,0,1,
PASSO FUNDO,91,89,85,64,51,56,62,79,69,63,70,
PAULO BENTO,0,0,0,0,0,0,0,0,0,0,1,
PAVERAMA,1,3,0,1,1,0,0,2,1,1,1,
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,0,
PEDRO OSORIO,2,2,2,2,2,4,2,1,3,4,4,
PEJUCARA,2,0,0,3,1,0,0,1,0,1,0,
PELOTAS,84,95,79,72,44,67,68,65,60,86,58,
PICADA CAFE,3,0,0,0,1,1,1,0,0,0,2,
PINHAL,4,0,3,0,0,0,0,1,2,2,3,
PINHAL DA SERRA,0,1,1,0,0,0,0,0,0,0,2,
PINHAL GRANDE,0,1,0,1,0,1,1,0,2,2,1,
PINHEIRINHO DO VALE,1,3,3,3,2,1,1,3,2,0,2,
PINHEIRO MACHADO,2,2,2,1,1,1,1,1,0,1,1,
PINTO BANDEIRA,0,0,0,0,0,1,0,0,0,1,0,
PIRAPO,1,1,1,1,0,0,1,1,1,1,1,
PIRATINI,4,5,4,3,2,4,4,6,5,8,5,
PLANALTO,5,4,8,4,4,3,3,3,5,2,5,
POCO DAS ANTAS,3,0,1,0,0,0,0,1,0,0,1,
PONTAO,0,0,0,2,0,0,0,1,0,1,2,
PONTE PRETA,0,0,0,1,0,1,0,0,1,0,0,
PORTAO,8,8,7,7,4,7,5,7,5,8,8,
PORTO ALEGRE,326,348,337,273,192,248,262,305,302,304,320,
PORTO LUCENA,2,1,4,1,0,3,2,2,0,1,0,
PORTO MAUA,0,1,2,0,0,3,2,2,1,2,0,
PORTO VERA CRUZ,0,0,1,0,1,0,1,2,0,0,1,
PORTO XAVIER,2,1,5,5,0,4,4,0,2,1,5,
POUSO NOVO,1,0,0,0,0,0,0,0,0,0,1,
PRESIDENTE LUCENA,0,0,0,2,0,0,0,0,0,1,0,
PROGRESSO,0,0,0,1,2,3,0,1,1,3,1,
PROTASIO ALVES,0,0,0,0,1,1,0,0,1,0,0,
PUTINGA,1,0,0,0,0,0,1,0,0,1,0,
QUARAI,7,8,2,7,5,4,3,1,2,3,1,
QUATRO IRMAOS,0,2,1,0,0,0,0,0,0,0,0,
QUEVEDOS,1,1,1,0,0,0,2,1,0,0,1,
QUINZE DE NOVEMBRO,0,1,0,1,0,0,0,0,0,0,0,
REDENTORA,5,3,2,2,4,2,1,1,3,6,2,
RELVADO,0,0,0,0,0,0,0,1,1,1,0,
RESTINGA SECA,6,4,3,3,2,1,0,0,4,2,2,
RIO DOS INDIOS,0,0,0,1,0,0,0,0,0,0,0,
RIO GRANDE,40,35,45,39,22,35,42,37,32,31,37,
RIO PARDO,14,11,9,8,10,10,7,10,10,15,12,
RIOZINHO,1,4,2,0,0,2,0,0,1,0,2,
ROCA SALES,2,2,1,2,4,4,2,5,0,2,2,
RODEIO BONITO,3,2,3,2,0,2,0,1,1,1,0,
ROLADOR,0,1,0,0,0,0,0,0,0,0,0,
ROLANTE,4,4,8,10,3,4,2,6,4,5,5,
RONDA ALTA,2,3,2,0,4,1,4,5,3,0,1,
RONDINHA,0,1,0,1,0,0,0,0,1,1,0,
ROQUE GONZALES,2,0,0,3,0,1,1,0,2,2,1,
ROSARIO DO SUL,6,7,11,5,4,8,7,9,5,7,2,
SAGRADA FAMILIA,0,0,1,0,1,2,0,1,0,0,1,
SALDANHA MARINHO,0,1,0,0,0,0,1,0,0,0,4,
SALTO DO JACUI,3,3,4,6,0,1,2,2,3,3,7,
SALVADOR DAS MISSOES,0,1,1,0,0,0,0,0,1,0,0,
SALVADOR DO SUL,2,1,0,0,0,0,2,2,0,2,2,
SANANDUVA,5,3,3,1,1,0,2,3,2,2,3,
SANTA BARBARA DO SUL,3,2,3,4,0,0,3,2,3,5,1,
SANTA CECILIA DO SUL,0,1,0,1,0,0,1,0,1,0,0,
SANTA CLARA DO SUL,3,1,0,0,2,2,1,1,1,1,1,
SANTA CRUZ DO SUL,49,41,52,33,20,28,25,46,33,30,25,
SANTA MARGARIDA DO SUL,0,0,0,0,1,0,0,0,0,0,0,
SANTA MARIA,97,68,83,100,73,95,67,70,100,70,74,
SANTA MARIA DO HERVAL,0,1,0,2,1,1,0,1,0,0,2,
SANTA ROSA,42,23,26,24,23,23,19,27,22,22,28,
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,
SANTA VITORIA DO PALMAR,14,20,18,3,10,6,13,5,7,12,6,
SANTANA DA BOA VISTA,1,1,1,1,2,0,1,1,0,4,4,
SANTANA DO LIVRAMENTO,18,21,13,17,8,17,10,18,21,20,14,
SANTIAGO,17,17,21,14,16,13,8,9,9,9,12,
SANTO ANGELO,28,34,29,36,25,19,22,23,29,36,25,
SANTO ANTONIO DA PATRULHA,10,8,13,13,9,8,11,9,12,3,8,
SANTO ANTONIO DAS MISSOES,5,2,3,2,2,3,1,2,1,1,2,
SANTO ANTONIO DO PALMA,2,0,0,1,0,0,0,1,1,0,0,
SANTO ANTONIO DO PLANALTO,0,0,0,0,0,0,0,0,0,0,0,
SANTO AUGUSTO,2,6,7,0,2,6,6,12,0,4,5,
SANTO CRISTO,6,3,2,0,2,3,0,4,0,1,2,
SANTO EXPEDITO DO SUL,0,0,0,1,0,0,0,1,0,0,0,
SAO BORJA,14,13,20,17,8,18,12,7,25,14,14,
SAO DOMINGOS DO SUL,1,1,1,1,0,0,0,1,3,1,0,
SAO FRANCISCO DE ASSIS,5,6,4,1,3,2,0,4,1,5,2,
SAO FRANCISCO DE PAULA,4,3,4,6,6,4,3,2,6,6,3,
SAO GABRIEL,22,20,32,12,9,19,15,8,17,17,15,
SAO JERONIMO,3,2,2,3,0,1,4,2,3,5,1,
SAO JOAO DA URTIGA,0,0,1,0,0,0,0,1,0,1,0,
SAO JOAO DO POLESINE,0,1,0,0,0,0,0,0,1,0,0,
SAO JORGE,2,0,0,0,0,0,0,0,0,0,0,
SAO JOSE DAS MISSOES,0,0,0,0,0,0,1,0,0,0,0,
SAO JOSE DO HERVAL,1,0,0,0,0,0,0,0,1,1,2,
SAO JOSE DO HORTENCIO,1,0,0,1,0,0,0,0,0,0,0,
SAO JOSE DO INHACORA,0,1,0,0,0,0,0,0,0,0,0,
SAO JOSE DO NORTE,5,4,5,4,4,3,1,4,3,4,3,
SAO JOSE DO OURO,2,2,3,0,0,0,1,1,0,1,0,
SAO JOSE DO SUL,0,0,1,0,1,1,0,1,0,0,0,
SAO JOSE DOS AUSENTES,1,1,1,0,0,0,3,0,3,0,2,
SAO LEOPOLDO,51,57,60,51,18,37,38,60,45,37,39,
SAO LOURENCO DO SUL,9,10,5,3,4,5,7,10,6,5,6,
SAO LUIZ GONZAGA,13,18,20,8,7,12,21,8,13,20,14,
SAO MARCOS,6,5,6,9,3,6,3,7,7,2,9,
SAO MARTINHO,2,1,0,0,1,1,0,1,1,1,5,
SAO MARTINHO DA SERRA,3,1,1,0,1,0,1,2,0,1,1,
SAO MIGUEL DAS MISSOES,5,1,3,3,3,2,0,0,0,0,1,
SAO NICOLAU,3,3,0,0,1,5,1,1,0,0,1,
SAO PAULO DAS MISSOES,1,4,0,0,0,0,0,0,2,2,1,
SAO PEDRO DA SERRA,1,1,1,1,0,0,0,1,0,0,1,
SAO PEDRO DAS MISSOES,0,0,2,0,0,0,0,0,0,1,1,
SAO PEDRO DO BUTIA,0,0,0,0,0,0,0,0,0,0,0,
SAO PEDRO DO SUL,6,9,7,2,3,5,1,5,9,6,6,
SAO SEBASTIAO DO CAI,2,5,6,9,2,3,4,3,3,9,5,
SAO SEPE,6,8,6,5,0,5,3,8,6,6,3,
SAO VALENTIM,1,1,2,0,0,2,0,0,0,1,0,
SAO VALENTIM DO SUL,0,0,0,1,0,0,0,0,0,0,0,
