Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
CARAA,0,2,3,1,0,4,2,4,0,2,0,0
CARAZINHO,19,9,18,17,21,13,16,23,16,19,22,25
CARLOS BARBOSA,8,4,3,4,12,2,4,1,4,5,2,1
CARLOS GOMES,1,0,0,1,1,0,2,0,0,0,0,0
CASCA,1,7,2,3,0,3,1,0,1,3,1,3
CASEIROS,3,1,1,0,2,2,0,1,1,0,0,2
CATUIPE,0,3,1,2,2,1,3,5,4,2,2,2
CAXIAS DO SUL,109,86,130,90,94,98,93,105,107,97,97,91
CENTENARIO,1,1,3,1,1,0,0,3,1,0,0,1
CERRITO,0,2,0,1,2,0,2,0,0,2,0,0
CERRO BRANCO,1,3,2,1,0,0,0,0,0,0,0,3
CERRO GRANDE,0,0,0,0,0,0,0,0,0,1,1,0
CERRO GRANDE DO SUL,1,1,2,2,0,3,1,3,3,2,1,1
CERRO LARGO,5,3,7,4,4,0,0,3,1,1,7,2
CHAPADA,0,1,2,0,3,0,0,1,0,4,0,2
CHARQUEADAS,10,7,10,9,10,11,8,11,3,10,9,8
CHARRUA,1,1,0,0,0,0,1,0,0,0,0,0
CHIAPETTA,1,2,1,1,0,0,0,3,0,3,2,1
CHUI,0,3,1,1,1,1,2,1,1,3,5,4
CHUVISCA,2,1,1,3,0,1,0,0,0,0,0,1
CIDREIRA,5,10,5,11,5,4,4,5,3,5,9,5
CIRIACO,3,0,3,1,2,1,4,1,1,2,1,3
COLINAS,2,0,0,0,0,0,0,0,0,0,3,0
COLORADO,0,1,0,1,0,0,0,1,0,0,0,0
CONDOR,0,1,1,2,0,0,1,0,1,2,3,2
CONSTANTINA,4,4,4,9,1,2,4,2,5,2,0,2
COQUEIRO BAIXO,0,0,0,0,0,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,0,0,0,0,0,0,0,0,1,0
CORONEL BARROS,0,0,1,0,0,0,1,1,0,0,1,0
CORONEL BICACO,4,1,1,7,4,1,2,11,6,1,2,2
CORONEL PILAR,1,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,1,0,0,0,0,1,2,0,3,1,0
COXILHA,3,0,1,2,1,1,1,1,1,0,1,0
CRISSIUMAL,5,5,7,3,4,0,4,8,4,3,1,3
CRISTAL,3,3,1,2,4,2,2,0,1,4,1,1
CRISTAL DO SUL,0,0,1,0,0,0,1,0,1,1,2,5
CRUZ ALTA,31,38,35,37,28,27,25,27,49,28,35,25
CRUZALTENSE,0,1,1,0,0,2,0,0,1,0,0,0
CRUZEIRO DO SUL,4,4,5,2,1,4,8,7,6,2,5,4
DAVID CANABARRO,1,1,0,0,0,1,0,1,1,2,0,1
DERRUBADAS,2,0,0,3,1,1,0,3,1,0,3,4
DEZESSEIS DE NOVEMBRO,1,0,1,0,0,0,0,0,0,2,1,0
DILERMANDO DE AGUIAR,0,1,2,0,1,0,0,1,0,0,0,1
DOIS IRMAOS,9,9,8,5,6,9,3,8,5,8,4,6
DOIS IRMAOS DAS MISSOES,0,0,0,0,0,1,1,1,1,3,0,1
DOIS LAJEADOS,0,0,0,0,1,1,1,0,0,0,0,2
DOM FELICIANO,1,1,4,6,5,1,5,0,2,3,0,3
DOM PEDRITO,4,9,9,11,5,7,4,6,7,14,2,9
DOM PEDRO DE ALCANTARA,0,1,0,0,0,1,0,0,0,1,0,0
DONA FRANCISCA,1,3,0,1,5,1,0,0,1,0,0,0
DR MAURICIO CARDOSO,0,2,1,0,0,0,0,0,0,1,0,0
DOUTOR RICARDO,0,1,1,2,0,0,2,0,0,1,2,0
ELDORADO DO SUL,11,13,7,13,5,8,16,17,14,21,10,11
ENCANTADO,8,10,5,10,4,6,4,9,3,7,7,11
ENCRUZILHADA DO SUL,7,5,7,4,2,6,4,9,4,3,8,4
ENGENHO VELHO,0,0,0,0,1,0,0,0,0,0,1,0
ENTRE RIOS DO SUL,3,2,1,1,2,0,2,3,3,2,1,5
ENTRE IJUIS,0,0,0,1,0,0,1,2,0,0,1,0
EREBANGO,0,2,1,0,2,1,0,0,1,0,5,2
ERECHIM,54,66,54,52,55,49,47,32,49,60,50,55
ERNESTINA,1,3,2,0,0,0,1,0,0,0,0,0
ERVAL GRANDE,3,2,2,3,3,2,1,1,2,1,3,0
ERVAL SECO,3,1,0,1,3,2,2,5,2,3,2,4
ESMERALDA,2,1,5,1,1,1,0,0,0,2,1,0
ESPERANCA DO SUL,4,1,1,0,0,0,1,0,0,0,0,1
ESPUMOSO,2,2,7,7,2,3,3,2,1,4,1,3
ESTACAO,1,2,1,1,0,1,1,1,1,2,2,3
ESTANCIA VELHA,21,10,15,16,14,13,12,14,10,16,12,15
ESTEIO,22,15,24,24,15,25,13,17,20,21,33,24
ESTRELA,13,12,9,7,10,5,5,12,6,7,8,11
ESTRELA VELHA,2,0,0,1,0,2,0,0,1,2,0,0
EUGENIO DE CASTRO,0,1,2,1,2,1,2,0,1,0,0,1
FAGUNDES VARELA,0,0,0,0,0,0,0,0,0,0,0,0
FARROUPILHA,21,24,23,18,17,13,15,13,17,23,21,18
FAXINAL DO SOTURNO,6,3,1,2,1,1,0,1,0,2,2,3
FAXINALZINHO,0,1,0,0,0,0,0,0,0,0,1,0
FAZENDA VILA NOVA,1,3,0,2,0,2,1,0,3,1,0,4
FELIZ,0,2,0,4,0,2,0,3,1,3,1,3
FLORES DA CUNHA,9,3,5,7,6,8,3,1,6,6,8,4
FLORIANO PEIXOTO,1,0,1,0,1,0,3,1,0,0,0,0
FONTOURA XAVIER,4,5,4,7,2,2,3,2,4,1,3,4
FORMIGUEIRO,2,5,4,4,2,1,2,0,2,3,3,1
FORQUETINHA,1,0,1,0,0,0,0,1,1,1,1,1
FORTALEZA DOS VALOS,3,0,3,0,0,1,1,1,3,1,2,2
FREDERICO WESTPHALEN,13,13,23,9,16,17,18,16,8,18,16,17
GARIBALDI,8,9,7,7,3,7,1,9,7,1,1,10
GARRUCHOS,1,0,0,0,0,1,0,0,1,0,0,0
GAURAMA,1,1,3,2,2,2,1,2,1,2,1,1
GENERAL CAMARA,4,2,3,2,4,3,5,2,0,3,3,0
GENTIL,0,1,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,6,7,3,7,5,2,5,4,3,3,7,5
GIRUA,10,5,8,7,6,6,4,7,8,8,8,5
GLORINHA,6,0,3,5,2,1,5,1,1,1,2,1
GRAMADO,10,17,9,5,7,8,10,13,9,10,7,7
GRAMADO DOS LOUREIROS,1,0,1,1,1,0,0,1,0,0,0,0
GRAMADO XAVIER,0,1,0,0,1,0,0,2,1,0,2,0
GRAVATAI,93,66,90,67,65,63,58,92,71,75,70,47
GUABIJU,0,1,0,1,0,1,0,2,1,0,1,1
GUAIBA,34,19,23,35,28,26,29,36,24,34,35,34
GUAPORE,4,4,8,7,7,7,7,8,8,5,13,13
GUARANI DAS MISSOES,4,1,4,2,1,1,2,0,3,3,1,6
HARMONIA,1,0,1,2,1,0,1,2,1,0,0,0
HERVAL,2,0,0,3,0,0,0,0,0,6,2,1
HERVEIRAS,0,0,0,1,0,0,0,0,0,0,1,0
HORIZONTINA,7,3,10,6,9,2,2,9,3,5,5,8
HULHA NEGRA,2,2,1,3,1,1,2,0,1,1,0,0
HUMAITA,1,0,1,3,3,0,0,2,3,1,2,0
IBARAMA,3,1,2,0,0,3,2,1,0,0,0,1
IBIACA,3,2,2,0,2,0,3,3,2,2,5,0
IBIRAIARAS,3,1,3,1,1,2,0,2,0,1,1,1
IBIRAPUITA,2,0,0,2,1,1,0,1,0,1,1,2
IBIRUBA,7,2,4,9,1,2,4,3,3,7,3,3
IGREJINHA,9,6,9,10,8,12,4,8,14,13,7,14
IJUI,37,36,34,38,25,22,32,28,32,36,30,37
ILOPOLIS,0,1,2,2,1,0,0,0,0,3,3,1
IMBE,9,8,10,10,8,11,7,9,4,7,7,7
IMIGRANTE,0,0,0,0,0,1,1,0,0,0,0,0
INDEPENDENCIA,1,0,2,3,4,1,1,1,0,4,2,1
INHACORA,0,0,1,0,1,0,0,2,1,0,0,0
IPE,4,2,2,0,1,0,1,0,1,0,0,1
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
IRAI,9,5,12,2,3,5,5,7,3,8,1,7
ITAARA,3,1,1,2,1,0,3,1,0,2,2,0
ITACURUBI,0,1,0,0,0,0,1,0,1,0,0,0
ITAPUCA,0,0,0,0,0,1,0,1,2,1,1,1
ITAQUI,10,13,10,7,4,10,16,12,8,7,9,6
ITATI,1,1,0,0,0,1,2,1,0,1,1,1
ITATIBA DO SUL,1,0,1,0,3,3,0,2,1,0,5,2
IVORA,0,0,1,1,0,0,0,0,1,0,0,0
IVOTI,5,7,4,7,5,2,1,4,1,3,2,4
JABOTICABA,0,1,0,0,1,2,1,2,1,3,1,1
JACUIZINHO,2,0,0,0,1,0,0,2,0,0,0,0
JACUTINGA,2,0,1,0,1,2,0,0,1,2,0,0
JAGUARAO,8,9,6,5,5,2,5,10,2,6,6,9
JAGUARI,0,3,0,2,0,2,1,1,2,2,0,1
JAQUIRANA,2,1,4,1,1,2,0,0,0,0,0,1
JARI,0,0,0,0,0,0,0,0,2,0,0,1
JOIA,0,2,1,2,1,2,0,3,3,1,3,0
JULIO DE CASTILHOS,5,8,7,4,5,9,14,6,7,8,10,8
LAGOA BONITA DO SUL,0,0,1,0,2,0,2,1,0,0,1,1
LAGOA DOS TRES CANTOS,0,1,0,0,0,0,0,0,0,1,0,0
LAGOA VERMELHA,21,19,20,20,21,10,15,13,15,25,14,17
LAGOAO,0,0,1,4,3,4,0,1,3,3,2,1
LAJEADO,31,31,36,35,26,26,27,27,21,30,20,25
LAJEADO DO BUGRE,0,0,0,1,1,0,0,0,2,0,1,0
LAVRAS DO SUL,2,3,0,4,2,3,0,2,0,1,3,1
LIBERATO SALZANO,3,4,2,3,1,2,1,0,1,2,5,1
LINDOLFO COLLOR,1,2,1,0,1,0,1,2,1,1,1,0
LINHA NOVA,0,0,0,0,0,0,0,0,0,0,0,0
MACAMBARA,0,0,0,1,1,1,1,1,0,2,2,1
MACHADINHO,2,4,2,1,2,3,0,3,2,1,0,2
MAMPITUBA,2,1,1,0,1,0,0,0,0,0,0,0
MANOEL VIANA,4,3,2,3,3,0,1,3,3,2,0,2
MAQUINE,0,1,2,1,1,1,0,0,1,1,1,1
MARATA,0,0,2,0,0,0,0,0,0,0,0,0
MARAU,15,15,19,3,12,11,14,9,11,9,14,9
MARCELINO RAMOS,1,0,1,4,1,0,0,0,0,0,0,3
MARIANA PIMENTEL,0,2,0,1,0,0,3,1,0,0,0,2
MARIANO MORO,1,1,0,2,0,2,1,0,0,1,1,1
MARQUES DE SOUZA,0,0,0,2,3,0,1,0,1,0,1,2
MATA,0,1,2,0,2,0,2,1,3,0,0,3
MATO CASTELHANO,1,1,2,0,2,0,0,0,0,0,2,1
MATO LEITAO,2,0,0,3,0,2,0,0,1,2,2,2
MATO QUEIMADO,0,0,1,0,0,0,0,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,0,0,0,0,2,1,2,2,1,2,0,1
MINAS DO LEAO,3,2,0,1,4,2,3,4,5,2,2,2
MIRAGUAI,2,4,2,9,2,0,3,0,2,6,2,1
MONTAURI,0,1,0,0,0,0,1,1,0,0,0,1
MONTE ALEGRE DOS CAMPOS,1,1,0,0,0,0,0,0,0,2,0,0
MONTE BELO DO SUL,2,0,1,0,0,1,0,2,1,1,2,0
MONTENEGRO,13,18,12,16,17,17,22,23,19,34,18,25
MORMACO,1,1,0,1,1,1,1,1,1,2,1,3
MORRINHOS DO SUL,0,1,0,1,0,0,1,0,2,0,0,2
MORRO REDONDO,0,1,1,2,0,1,0,2,2,0,4,0
MORRO REUTER,0,0,4,1,0,0,0,0,1,0,0,0
MOSTARDAS,0,5,0,3,1,3,1,5,0,2,4,1
MUCUM,2,2,2,1,0,2,0,0,2,1,1,1
MUITOS CAPOES,0,0,1,1,0,0,1,0,3,4,0,0
MULITERNO,1,1,0,0,2,0,0,0,0,0,0,0
NAO ME TOQUE,2,3,9,5,4,6,4,1,0,2,5,5
NICOLAU VERGUEIRO,0,0,1,0,1,0,0,0,0,0,0,0
NONOAI,6,5,6,6,4,3,5,8,8,2,4,4
NOVA ALVORADA,0,3,0,1,1,0,0,1,0,3,2,0
NOVA ARACA,0,1,0,1,2,0,0,2,1,0,0,0
NOVA BASSANO,3,3,1,0,1,2,0,0,1,1,0,3
NOVA BOA VISTA,0,0,0,0,0,0,0,0,0,0,0,0
NOVA BRESCIA,0,1,0,0,0,1,0,0,2,0,1,0
NOVA CANDELARIA,1,0,0,1,2,0,0,0,0,0,1,0
NOVA ESPERANCA DO SUL,2,1,0,0,0,2,1,1,0,0,2,2
NOVA HARTZ,10,2,9,7,7,2,5,7,5,8,3,10
NOVA PADUA,0,0,1,0,0,0,0,0,0,1,1,0
NOVA PALMA,3,1,4,2,1,3,2,2,1,6,1,4
NOVA PETROPOLIS,6,4,0,3,5,1,2,2,6,7,2,7
NOVA PRATA,6,12,9,6,2,2,10,8,6,6,7,4
NOVA RAMADA,0,0,3,0,0,1,0,0,1,0,1,1
NOVA ROMA DO SUL,4,0,1,2,1,0,0,0,1,1,0,0
NOVA SANTA RITA,10,1,1,5,6,12,3,2,8,6,3,12
NOVO BARREIRO,0,1,0,2,0,2,2,1,2,0,0,0
NOVO CABRAIS,7,2,1,2,1,0,2,2,1,1,0,1
NOVO HAMBURGO,84,60,76,61,70,61,66,72,70,59,78,50
NOVO MACHADO,0,1,0,1,1,0,1,0,0,1,0,0
NOVO TIRADENTES,0,1,2,1,0,0,1,0,0,1,1,1
NOVO XINGU,0,0,0,0,0,0,0,0,0,0,0,0
OSORIO,17,17,25,10,19,11,16,17,21,8,20,11
PAIM FILHO,0,0,3,1,2,2,1,0,2,1,1,3
PALMARES DO SUL,9,3,2,6,6,1,2,1,1,2,3,2
PALMEIRA DAS MISSOES,21,15,16,14,14,9,12,17,13,17,11,19
PALMITINHO,2,2,3,1,0,6,6,3,1,2,4,3
PANAMBI,14,7,11,14,15,8,17,20,10,6,12,18
PANTANO GRANDE,6,10,6,2,3,2,1,0,1,1,3,2
PARAI,4,2,1,5,0,0,2,3,1,1,1,2
PARAISO DO SUL,0,1,1,0,1,1,1,2,4,1,2,1
PARECI NOVO,1,2,0,1,0,1,0,3,1,0,0,0
PAROBE,21,31,23,17,17,19,15,16,14,26,14,7
PASSA SETE,0,0,0,0,0,0,2,0,1,1,0,1
PASSO DO SOBRADO,1,1,1,0,1,0,0,0,4,0,1,2
PASSO FUNDO,83,86,80,68,73,73,97,95,79,89,100,96
PAULO BENTO,0,2,0,0,0,0,0,0,0,0,0,0
PAVERAMA,1,1,1,6,1,0,3,3,1,0,2,1
PEDRAS ALTAS,0,0,0,0,1,0,1,0,1,0,0,1
PEDRO OSORIO,5,1,4,2,3,4,6,2,4,0,3,3
PEJUCARA,1,1,0,1,3,0,0,0,0,0,0,0
PELOTAS,101,88,84,106,76,85,69,92,71,95,68,76
PICADA CAFE,0,0,1,0,0,0,1,0,0,0,0,1
PINHAL,2,0,1,0,0,1,2,1,0,1,0,2
PINHAL DA SERRA,1,0,0,1,0,2,0,0,0,0,0,0
PINHAL GRANDE,0,2,0,0,0,0,0,1,0,4,0,1
PINHEIRINHO DO VALE,3,2,0,0,1,1,1,0,2,1,3,2
PINHEIRO MACHADO,0,3,1,1,2,3,0,1,4,1,1,2
PINTO BANDEIRA,0,0,1,0,0,0,0,0,1,1,0,0
PIRAPO,0,0,0,0,0,1,0,0,0,1,0,0
PIRATINI,4,2,2,1,4,4,5,7,7,7,4,1
PLANALTO,5,11,4,3,2,2,5,0,0,3,4,2
POCO DAS ANTAS,0,0,0,1,0,0,0,0,1,0,0,1
PONTAO,2,3,0,0,0,1,0,1,0,0,0,2
PONTE PRETA,0,0,0,1,0,1,0,0,0,0,0,1
PORTAO,14,13,18,12,19,4,11,5,9,10,9,10
PORTO ALEGRE,367,340,409,359,317,290,330,364,313,384,405,322
PORTO LUCENA,1,0,1,2,1,0,3,1,2,0,2,0
PORTO MAUA,0,1,1,2,0,1,0,0,1,1,1,1
PORTO VERA CRUZ,0,0,0,1,0,0,0,0,1,1,1,1
PORTO XAVIER,3,3,5,4,4,5,1,2,4,2,3,5
POUSO NOVO,0,3,0,0,0,1,1,1,1,0,0,0
PRESIDENTE LUCENA,1,1,0,0,0,3,0,0,0,1,0,0
PROGRESSO,0,1,5,1,2,1,0,1,2,1,1,1
PROTASIO ALVES,0,0,0,3,0,0,0,0,1,0,1,0
PUTINGA,2,0,1,0,0,0,1,0,1,0,1,0
QUARAI,3,10,6,7,5,9,3,8,12,15,4,10
QUATRO IRMAOS,0,1,1,1,0,0,0,0,0,0,2,1
QUEVEDOS,2,0,1,0,1,2,0,0,1,1,0,0
QUINZE DE NOVEMBRO,0,0,0,0,0,1,1,0,0,0,1,0
REDENTORA,5,5,0,4,2,4,2,0,1,3,0,1
RELVADO,0,0,0,0,0,0,0,0,0,0,0,0
RESTINGA SECA,7,2,7,4,4,7,4,5,9,5,2,4
RIO DOS INDIOS,0,0,0,1,1,1,0,1,0,1,3,1
RIO GRANDE,67,62,40,43,38,39,49,48,52,42,56,53
RIO PARDO,23,13,16,18,23,9,8,22,9,11,15,14
RIOZINHO,2,1,1,0,1,1,1,2,1,1,0,0
ROCA SALES,5,1,1,6,2,2,2,4,2,4,2,1
RODEIO BONITO,1,2,3,5,3,0,1,2,2,2,3,1
ROLADOR,0,0,0,0,0,1,0,0,0,0,0,0
ROLANTE,3,4,8,6,8,3,2,7,5,2,0,0
RONDA ALTA,3,4,5,3,4,4,1,0,2,3,5,4
RONDINHA,1,0,1,1,0,2,0,0,0,0,0,1
ROQUE GONZALES,1,2,4,1,2,0,1,1,1,3,0,0
ROSARIO DO SUL,11,18,16,12,9,9,9,13,9,7,12,14
SAGRADA FAMILIA,0,0,0,0,0,0,0,0,0,0,0,0
SALDANHA MARINHO,0,2,0,1,0,0,1,0,0,2,0,1
SALTO DO JACUI,5,4,10,6,3,7,6,4,3,9,6,3
SALVADOR DAS MISSOES,1,0,0,0,0,0,0,0,0,0,0,0
SALVADOR DO SUL,1,1,1,0,1,1,1,2,0,1,1,2
SANANDUVA,5,3,3,2,2,3,2,6,2,6,3,5
SANTA BARBARA DO SUL,4,6,5,7,2,1,2,2,0,2,2,3
SANTA CECILIA DO SUL,0,0,0,0,0,1,0,0,0,0,0,0
SANTA CLARA DO SUL,1,0,1,0,0,1,1,2,2,3,0,0
SANTA CRUZ DO SUL,47,38,39,38,33,31,27,33,35,50,35,46
SANTA MARGARIDA DO SUL,1,0,0,1,0,3,0,1,1,1,1,1
SANTA MARIA,107,100,100,107,85,61,93,94,77,96,96,116
SANTA MARIA DO HERVAL,1,0,3,1,0,0,0,0,1,0,0,0
SANTA ROSA,50,29,32,33,22,22,28,27,30,30,34,32
SANTA TEREZA,0,0,0,0,0,0,0,0,0,1,0,0
SANTA VITORIA DO PALMAR,15,10,9,9,15,6,13,17,11,4,8,8
SANTANA DA BOA VISTA,4,3,1,6,4,2,2,1,0,1,4,1
SANTANA DO LIVRAMENTO,20,23,36,27,15,20,21,25,32,25,24,10
SANTIAGO,27,17,21,17,27,19,16,21,13,25,16,21
SANTO ANGELO,35,31,31,26,21,18,18,18,24,21,36,42
SANTO ANTONIO DA PATRULHA,13,14,9,9,9,10,4,6,4,14,8,10
SANTO ANTONIO DAS MISSOES,4,6,3,3,3,4,2,3,2,1,4,2
SANTO ANTONIO DO PALMA,0,2,0,0,1,1,0,0,1,3,0,0
SANTO ANTONIO DO PLANALTO,0,0,0,0,0,1,0,0,0,0,0,1
SANTO AUGUSTO,9,7,8,9,5,5,3,6,3,1,6,5
SANTO CRISTO,5,4,4,3,4,6,3,2,4,1,2,3
SANTO EXPEDITO DO SUL,0,0,0,0,0,0,0,0,0,1,0,0
SAO BORJA,20,17,18,18,16,16,16,18,20,22,28,18
SAO DOMINGOS DO SUL,0,3,1,2,0,1,1,0,0,1,0,0
SAO FRANCISCO DE ASSIS,5,3,1,4,4,2,9,2,6,1,4,3
SAO FRANCISCO DE PAULA,6,14,11,7,6,10,9,13,7,8,6,8
SAO GABRIEL,25,33,30,27,28,19,26,22,19,33,29,29
SAO JERONIMO,4,2,7,2,5,4,3,3,0,3,13,4
SAO JOAO DA URTIGA,1,0,0,0,0,0,1,0,0,0,0,0
SAO JOAO DO POLESINE,0,2,2,0,1,1,0,0,0,0,4,0
SAO JORGE,0,0,0,0,0,0,1,0,1,1,1,1
SAO JOSE DAS MISSOES,0,0,1,0,0,0,2,0,0,0,0,0
SAO JOSE DO HERVAL,0,0,0,0,0,2,0,0,0,0,1,0
SAO JOSE DO HORTENCIO,2,0,2,0,0,1,0,0,1,0,0,0
SAO JOSE DO INHACORA,0,0,0,2,1,0,0,0,0,0,0,0
SAO JOSE DO NORTE,2,7,1,5,4,3,4,4,3,2,2,3
SAO JOSE DO OURO,0,3,2,4,0,0,5,0,3,2,4,3
SAO JOSE DO SUL,0,0,0,0,0,0,0,0,1,0,0,0
SAO JOSE DOS AUSENTES,0,1,0,0,0,0,1,1,0,0,0,1
SAO LEOPOLDO,55,54,74,64,54,43,65,62,69,79,65,56
SAO LOURENCO DO SUL,11,13,8,5,6,2,5,3,2,3,3,4
SAO LUIZ GONZAGA,21,7,16,14,11,14,8,14,16,12,15,19
SAO MARCOS,5,6,4,5,3,2,6,7,3,6,2,1
SAO MARTINHO,1,1,0,1,3,1,1,2,0,0,0,2
SAO MARTINHO DA SERRA,1,0,0,1,0,2,0,0,0,2,3,4
