Cidades,JAN,FEV,MAR,ABR,MAI,JUN,JUL,AGO,SEP,OUT,NOV,DEZ
BARRA FUNDA,0,1,1,0,0,0,0,0,1,0,2,0
BARRACAO,1,2,2,3,1,1,3,0,0,3,1,1
BARROS CASSAL,10,2,4,1,1,2,6,6,1,6,3,6
BENJAMIN CONSTANT DO SUL,0,0,1,0,0,0,0,0,2,0,2,0
BENTO GONCALVES,29,31,35,35,21,32,19,29,29,24,28,35
BOA VISTA DAS MISSOES,0,2,0,0,0,1,0,2,0,2,3,2
BOA VISTA DO BURICA,1,0,3,2,0,0,2,1,0,0,1,1
BOA VISTA DO CADEADO,0,0,0,1,0,0,0,2,0,0,1,1
BOA VISTA DO INCRA,0,1,0,0,3,0,0,1,0,0,0,0
BOA VISTA DO SUL,1,0,1,0,1,0,0,1,0,0,0,0
BOM JESUS,6,2,3,3,1,4,2,3,2,4,5,3
BOM PRINCIPIO,3,2,1,2,6,6,5,4,2,2,3,5
BOM PROGRESSO,1,0,3,1,1,1,0,1,0,0,0,0
BOM RETIRO DO SUL,5,5,3,1,3,5,3,1,1,1,3,4
BOQUEIRAO DO LEAO,4,1,0,2,0,1,2,0,1,0,2,1
BOSSOROCA,0,2,4,0,1,1,0,1,1,2,1,0
BOZANO,0,0,1,0,0,0,0,0,0,1,0,0
BRAGA,0,2,0,2,1,0,0,0,0,0,0,3
BROCHIER,0,0,0,0,0,1,1,0,0,0,1,1
BUTIA,2,3,2,5,4,1,2,4,7,5,6,2
CACAPAVA DO SUL,14,8,8,6,9,2,8,3,7,8,5,6
CACEQUI,1,1,3,4,2,3,1,2,3,1,2,1
CACHOEIRA DO SUL,20,24,18,13,15,16,9,13,13,13,9,16
CACHOEIRINHA,32,19,19,20,25,27,34,50,25,22,36,34
CACIQUE DOBLE,2,0,2,0,1,1,0,3,0,2,0,1
CAIBATE,0,1,0,1,1,0,3,1,1,3,0,0
CAICARA,1,2,1,0,3,3,2,1,0,0,4,1
CAMAQUA,20,16,14,10,18,19,22,10,20,19,19,20
CAMARGO,0,1,2,4,0,1,1,0,1,1,3,1
CAMBARA DO SUL,1,4,4,0,1,1,0,1,3,2,2,2
CAMPESTRE DA SERRA,1,0,1,1,1,1,0,0,0,0,1,1
CAMPINA DAS MISSOES,0,0,2,0,0,0,1,0,1,5,2,1
CAMPINAS DO SUL,2,1,1,0,5,3,1,3,2,1,0,3
CAMPO BOM,15,16,19,11,17,9,8,9,13,21,12,18
CAMPO NOVO,3,2,6,3,0,1,2,2,0,4,1,1
CAMPOS BORGES,2,0,0,2,0,0,0,0,0,1,2,0
CANDELARIA,9,7,14,5,6,11,4,11,12,6,9,15
CANDIDO GODOI,0,1,2,1,0,4,0,3,0,2,2,2
CANDIOTA,2,4,6,2,0,2,1,1,0,6,1,2
CANELA,25,17,21,15,18,20,20,23,23,18,12,18
CANGUCU,6,14,10,6,10,10,7,3,7,6,7,5
CANOAS,97,87,126,98,102,99,84,104,72,98,90,102
CANUDOS DO VALE,0,0,0,0,1,0,0,0,0,0,0,1
CAPAO BONITO DO SUL,0,1,0,1,1,0,0,0,0,2,0,0
CAPAO DA CANOA,51,36,31,23,25,27,27,17,25,25,22,25
CAPAO DO CIPO,1,3,1,2,0,3,1,0,0,0,1,0
CAPAO DO LEAO,6,9,5,5,11,5,6,7,9,11,7,9
CAPELA DE SANTANA,4,2,2,0,1,1,2,3,2,3,5,5
CAPITAO,0,0,0,1,1,0,0,0,0,0,1,1
CAPIVARI DO SUL,2,2,1,0,2,0,2,0,0,0,0,1
CARAA,2,0,0,0,1,0,0,3,1,0,3,1
CARAZINHO,35,31,18,21,24,18,15,21,20,24,33,30
CARLOS BARBOSA,6,2,2,2,3,2,3,4,1,4,8,6
CARLOS GOMES,1,0,0,0,0,0,0,0,0,0,1,0
CASCA,0,2,5,2,0,2,1,3,2,2,1,2
CASEIROS,4,0,0,1,1,1,2,0,0,0,1,1
CATUIPE,3,2,5,3,2,2,1,3,0,3,5,3
CAXIAS DO SUL,120,88,88,101,81,83,82,101,85,105,94,96
CENTENARIO,1,0,0,0,2,0,1,0,1,1,0,0
CERRITO,1,1,1,0,3,0,1,1,0,0,0,1
CERRO BRANCO,1,2,1,0,1,1,0,0,0,2,3,2
CERRO GRANDE,1,0,1,0,0,0,0,1,2,0,0,3
CERRO GRANDE DO SUL,2,5,1,2,0,1,3,0,1,4,0,1
CERRO LARGO,4,7,5,1,2,2,0,1,0,2,4,0
CHAPADA,5,1,1,1,0,2,1,4,3,3,3,2
CHARQUEADAS,13,11,15,8,14,4,3,5,8,7,6,8
CHARRUA,0,0,1,1,0,0,0,0,1,0,0,0
CHIAPETTA,1,0,0,0,2,2,2,1,1,2,3,0
CHUI,6,2,0,2,2,1,2,2,3,3,4,0
CHUVISCA,1,2,0,0,0,1,1,0,0,2,1,2
CIDREIRA,14,10,5,5,5,8,4,5,5,4,4,9
CIRIACO,1,0,2,3,3,1,1,0,2,1,2,0
COLINAS,0,3,1,0,0,0,1,1,0,2,2,2
COLORADO,0,1,1,0,0,1,0,1,3,1,3,1
CONDOR,5,2,3,0,3,2,1,1,0,3,1,0
CONSTANTINA,6,4,6,2,1,2,2,3,0,1,1,2
COQUEIRO BAIXO,0,0,0,0,2,0,0,0,0,0,0,0
COQUEIROS DO SUL,0,0,1,0,0,0,0,0,0,2,0,0
CORONEL BARROS,0,0,0,0,0,0,0,0,0,1,0,0
CORONEL BICACO,3,2,3,2,0,0,1,0,3,3,1,4
CORONEL PILAR,0,0,0,0,0,0,0,0,0,0,0,0
COTIPORA,0,0,2,0,0,1,0,0,0,3,1,1
COXILHA,0,0,1,0,1,0,2,0,2,1,0,0
CRISSIUMAL,11,6,7,2,2,5,6,6,9,7,1,4
CRISTAL,5,5,4,5,1,2,2,1,2,2,5,4
CRISTAL DO SUL,2,2,1,1,2,3,1,0,1,1,2,3
CRUZ ALTA,28,33,30,34,19,11,22,19,24,22,25,32
CRUZALTENSE,1,0,0,0,1,0,0,0,1,0,0,1
CRUZEIRO DO SUL,5,5,1,3,4,1,4,1,2,0,4,2
DAVID CANABARRO,0,0,1,0,1,0,0,0,0,1,0,1
DERRUBADAS,0,2,1,0,0,1,0,1,0,0,5,3
DEZESSEIS DE NOVEMBRO,1,0,3,0,1,0,1,2,0,1,2,0
DILERMANDO DE AGUIAR,1,1,1,1,0,1,0,0,0,1,1,1
DOIS IRMAOS,6,2,5,0,1,4,8,2,4,5,6,4
DOIS IRMAOS DAS MISSOES,3,1,0,2,2,0,0,2,0,0,0,1
DOIS LAJEADOS,0,0,1,1,0,0,0,1,0,2,0,0
DOM FELICIANO,5,6,4,1,0,9,3,5,4,3,1,1
DOM PEDRITO,8,7,9,6,3,6,7,5,6,1,7,5
DOM PEDRO DE ALCANTARA,0,0,0,0,0,0,4,0,0,1,1,0
DONA FRANCISCA,2,0,4,0,1,3,1,1,0,1,3,0
DR MAURICIO CARDOSO,3,0,4,2,1,0,0,0,3,1,1,1
DOUTOR RICARDO,1,0,1,0,2,0,0,2,0,0,0,1
ELDORADO DO SUL,15,7,10,12,8,7,12,12,7,6,9,18
ENCANTADO,7,7,7,3,4,7,4,6,6,7,11,10
ENCRUZILHADA DO SUL,11,6,6,8,3,5,3,6,4,3,5,7
ENGENHO VELHO,0,1,1,0,0,0,0,0,0,0,1,0
ENTRE RIOS DO SUL,1,1,0,2,1,1,3,0,3,0,3,1
ENTRE IJUIS,2,2,0,2,3,1,3,2,3,2,2,3
EREBANGO,0,0,1,0,2,1,1,0,0,1,1,1
ERECHIM,53,46,42,35,33,40,43,43,39,34,39,50
ERNESTINA,0,1,1,1,0,0,1,2,0,1,1,0
ERVAL GRANDE,1,0,2,1,0,1,1,2,0,2,3,0
ERVAL SECO,1,3,3,1,7,2,0,3,2,0,4,4
ESMERALDA,2,3,1,1,2,1,0,4,1,2,0,2
ESPERANCA DO SUL,0,3,0,1,0,4,0,3,0,2,0,1
ESPUMOSO,3,6,9,6,8,3,2,5,5,4,2,8
ESTACAO,1,3,1,1,1,2,2,1,2,3,0,0
ESTANCIA VELHA,15,10,16,11,4,10,10,7,4,8,4,7
ESTEIO,12,12,21,17,14,16,21,17,17,15,8,14
ESTRELA,7,7,6,4,10,9,4,5,10,5,9,2
ESTRELA VELHA,0,2,0,3,0,1,1,2,0,3,0,0
EUGENIO DE CASTRO,0,1,2,0,2,1,0,1,1,0,0,0
FAGUNDES VARELA,0,0,0,0,1,0,0,0,0,0,0,0
FARROUPILHA,21,15,12,13,11,17,18,15,18,11,15,21
FAXINAL DO SOTURNO,7,4,7,3,1,2,1,4,3,1,7,5
FAXINALZINHO,0,0,0,1,0,0,1,2,1,1,1,0
FAZENDA VILA NOVA,1,1,4,0,0,1,0,1,0,1,1,2
FELIZ,1,2,5,0,3,2,1,0,2,1,0,1
FLORES DA CUNHA,5,3,11,3,4,10,10,11,2,4,10,6
FLORIANO PEIXOTO,0,0,1,0,0,1,0,0,0,0,0,0
FONTOURA XAVIER,2,4,5,3,3,4,2,3,1,0,4,4
FORMIGUEIRO,2,1,2,0,1,0,1,1,1,5,1,1
FORQUETINHA,0,0,1,0,1,1,2,0,0,0,0,0
FORTALEZA DOS VALOS,0,1,2,3,0,0,1,0,0,1,2,1
FREDERICO WESTPHALEN,11,9,11,14,2,4,13,11,8,10,13,17
GARIBALDI,6,3,12,3,4,3,4,7,3,8,3,4
GARRUCHOS,1,0,0,0,0,0,0,0,0,0,2,1
GAURAMA,6,1,1,2,3,1,0,0,2,3,1,3
GENERAL CAMARA,1,2,1,3,2,0,1,0,2,1,2,2
GENTIL,0,0,0,0,0,0,0,0,0,0,0,0
GETULIO VARGAS,4,2,2,2,4,2,5,10,0,4,7,8
GIRUA,2,3,6,2,7,3,3,4,5,3,9,4
GLORINHA,4,4,2,3,0,2,2,0,0,1,2,1
GRAMADO,8,10,7,11,3,11,5,4,7,8,11,9
GRAMADO DOS LOUREIROS,0,1,1,1,1,1,0,0,0,0,0,0
GRAMADO XAVIER,0,0,1,0,2,1,1,0,1,0,0,1
GRAVATAI,59,78,80,66,61,50,65,65,65,66,71,81
GUABIJU,0,1,2,1,0,0,0,0,0,0,2,0
GUAIBA,34,35,47,31,36,24,25,27,19,20,23,17
GUAPORE,4,5,7,1,8,2,4,3,6,6,3,5
GUARANI DAS MISSOES,4,3,3,1,1,3,3,5,6,2,2,5
HARMONIA,1,1,1,1,0,0,0,1,2,0,1,0
HERVAL,0,3,3,0,1,3,1,1,0,3,2,0
HERVEIRAS,0,1,0,2,0,0,0,0,0,0,0,0
HORIZONTINA,4,3,6,8,4,5,5,6,6,5,9,3
HULHA NEGRA,1,0,3,0,1,1,0,1,0,0,0,2
HUMAITA,4,3,4,4,2,2,1,0,3,3,1,2
IBARAMA,1,0,0,1,0,0,0,2,2,2,1,1
IBIACA,0,1,1,2,1,1,0,0,1,0,0,1
IBIRAIARAS,0,1,3,0,0,2,2,0,5,8,1,1
IBIRAPUITA,1,1,0,0,2,2,0,2,1,1,0,3
IBIRUBA,5,5,7,2,3,1,3,0,0,3,2,1
IGREJINHA,6,10,5,7,9,7,6,6,2,10,11,6
IJUI,47,24,47,25,28,26,20,30,26,16,21,20
ILOPOLIS,1,2,1,2,1,0,3,1,2,0,2,0
IMBE,17,24,5,11,11,11,10,6,11,11,11,21
IMIGRANTE,1,0,0,0,0,0,1,1,1,1,0,0
INDEPENDENCIA,0,1,1,2,1,1,3,3,2,2,0,1
INHACORA,1,0,0,2,1,0,2,0,0,0,0,0
IPE,2,1,2,0,2,0,1,0,1,0,1,1
IPIRANGA DO SUL,0,0,0,0,0,0,0,0,0,0,0,0
IRAI,8,2,0,4,2,3,4,10,3,2,4,10
ITAARA,3,3,0,3,0,1,3,2,1,3,0,1
ITACURUBI,1,1,0,0,0,0,0,0,0,0,0,1
ITAPUCA,0,0,0,1,1,1,0,0,0,0,0,0
ITAQUI,8,6,5,7,3,4,7,10,10,3,2,7
ITATI,1,0,1,0,0,0,1,0,1,0,0,0
ITATIBA DO SUL,1,0,2,2,1,1,0,0,4,0,4,0
IVORA,2,0,0,1,0,0,0,1,0,0,0,0
IVOTI,5,3,5,4,2,2,2,5,6,7,5,4
JABOTICABA,1,1,1,0,0,0,2,2,1,4,5,0
JACUIZINHO,1,0,0,1,0,0,1,1,2,0,0,0
JACUTINGA,0,0,0,1,1,0,1,0,2,2,1,1
JAGUARAO,11,12,9,8,4,8,4,3,6,10,9,3
JAGUARI,7,0,3,1,0,0,2,3,7,3,3,4
JAQUIRANA,1,4,0,0,0,1,0,0,2,0,0,1
JARI,0,1,0,0,1,1,0,0,1,0,0,0
JOIA,0,0,1,0,0,0,1,3,2,1,0,1
JULIO DE CASTILHOS,3,16,14,4,5,5,8,8,12,7,6,10
LAGOA BONITA DO SUL,2,0,1,1,0,0,1,1,0,0,0,1
LAGOA DOS TRES CANTOS,1,0,1,0,0,1,0,0,0,2,0,0
LAGOA VERMELHA,23,9,21,11,9,19,10,11,11,17,17,11
LAGOAO,0,0,3,0,2,2,0,0,1,0,1,4
LAJEADO,30,29,23,14,13,21,15,19,19,20,26,27
LAJEADO DO BUGRE,0,0,2,0,3,0,0,2,3,1,0,1
LAVRAS DO SUL,1,2,2,0,1,1,2,2,1,2,1,1
LIBERATO SALZANO,1,1,0,1,2,0,2,3,2,1,0,4
LINDOLFO COLLOR,1,1,4,2,1,4,0,0,1,0,0,3
LINHA NOVA,0,2,0,1,0,0,0,0,0,0,0,0
MACAMBARA,0,0,0,1,0,0,0,0,1,0,0,0
MACHADINHO,5,3,1,2,5,2,1,2,0,1,2,1
MAMPITUBA,2,1,1,1,0,0,0,0,0,0,0,0
MANOEL VIANA,0,4,4,0,0,0,1,1,1,0,3,1
MAQUINE,2,2,3,0,4,0,4,0,2,1,2,3
MARATA,0,0,0,0,1,0,1,0,1,0,0,0
MARAU,6,15,17,9,8,8,6,8,9,6,12,14
MARCELINO RAMOS,1,0,2,2,2,1,0,3,2,1,1,2
MARIANA PIMENTEL,0,2,0,1,2,1,0,0,2,0,1,1
MARIANO MORO,1,1,0,0,1,1,2,1,0,0,0,0
MARQUES DE SOUZA,3,0,0,0,0,3,0,0,0,0,0,0
MATA,2,2,0,1,2,0,2,1,1,0,4,3
MATO CASTELHANO,1,1,0,1,0,0,0,2,0,1,1,1
MATO LEITAO,0,1,5,1,0,2,1,5,1,4,1,2
MATO QUEIMADO,0,0,0,0,0,0,1,0,0,0,0,0
MAXIMILIANO DE ALMEIDA,0,3,0,2,0,1,1,1,0,1,2,0
MINAS DO LEAO,0,1,1,2,1,4,1,2,0,2,1,0
MIRAGUAI,1,0,3,1,1,5,3,2,2,3,3,1
MONTAURI,0,0,0,0,0,0,0,0,0,0,0,0
MONTE ALEGRE DOS CAMPOS,3,0,0,2,0,0,0,1,0,0,0,0
MONTE BELO DO SUL,1,0,0,0,0,0,0,0,0,0,0,0
MONTENEGRO,21,13,28,23,16,11,27,9,13,15,21,16
MORMACO,1,2,0,0,0,2,0,1,1,0,2,0
MORRINHOS DO SUL,2,0,0,0,0,1,1,0,0,0,0,1
MORRO REDONDO,0,1,2,1,0,1,0,1,0,0,1,1
MORRO REUTER,0,1,0,0,0,0,1,0,0,2,0,0
MOSTARDAS,5,1,4,2,2,1,1,1,3,2,1,1
MUCUM,4,3,1,4,0,0,3,1,1,2,2,0
MUITOS CAPOES,0,0,1,0,1,1,1,1,0,0,0,0
MULITERNO,0,0,1,1,1,0,0,0,0,0,1,0
NAO ME TOQUE,2,1,4,6,7,5,0,7,5,4,4,1
NICOLAU VERGUEIRO,0,1,0,1,0,0,0,0,0,1,0,0
NONOAI,5,6,9,1,4,5,3,2,2,7,6,4
NOVA ALVORADA,0,2,4,2,1,1,0,0,0,1,0,0
NOVA ARACA,0,0,0,3,2,0,0,1,0,0,1,2
NOVA BASSANO,2,0,0,1,0,1,0,0,1,0,1,0
NOVA BOA VISTA,0,0,0,1,0,0,0,0,0,0,0,0
NOVA BRESCIA,0,0,0,0,1,1,1,0,0,1,0,0
NOVA CANDELARIA,0,0,0,0,0,0,0,1,0,0,0,0
NOVA ESPERANCA DO SUL,3,1,1,0,0,1,1,0,1,1,0,0
NOVA HARTZ,7,3,6,4,9,4,8,13,5,6,4,5
NOVA PADUA,0,0,0,0,1,0,0,0,0,0,0,1
NOVA PALMA,1,3,1,2,0,0,1,1,1,1,2,1
NOVA PETROPOLIS,4,4,3,4,2,2,5,5,4,3,1,8
NOVA PRATA,8,11,3,3,3,3,4,6,7,6,6,7
NOVA RAMADA,1,0,0,0,0,0,0,0,0,1,2,1
NOVA ROMA DO SUL,1,0,0,0,1,0,1,1,2,0,1,0
NOVA SANTA RITA,13,9,5,9,8,6,11,4,7,5,2,12
NOVO BARREIRO,2,2,0,1,1,1,0,0,0,2,1,0
NOVO CABRAIS,0,0,1,2,1,2,0,2,0,0,0,2
NOVO HAMBURGO,77,43,62,62,58,52,46,37,51,61,61,66
NOVO MACHADO,0,1,2,0,2,3,0,1,0,0,0,0
NOVO TIRADENTES,0,3,1,1,1,1,0,1,0,0,1,3
NOVO XINGU,0,0,1,0,0,0,0,0,0,0,0,0
OSORIO,16,18,14,8,9,10,11,9,7,16,12,12
PAIM FILHO,0,1,1,0,1,2,1,0,2,0,0,1
PALMARES DO SUL,5,9,1,5,2,2,2,6,0,4,1,3
PALMEIRA DAS MISSOES,17,21,19,15,18,15,29,12,15,12,20,13
PALMITINHO,5,2,3,6,2,8,6,1,3,3,2,3
PANAMBI,15,13,13,10,13,11,6,18,13,6,7,8
PANTANO GRANDE,3,4,4,2,0,1,1,3,1,1,3,5
PARAI,0,3,2,1,3,0,3,0,5,1,2,0
PARAISO DO SUL,1,2,3,0,2,0,1,2,1,1,1,0
PARECI NOVO,0,0,3,0,0,0,0,2,0,1,0,0
PAROBE,23,21,9,15,13,14,8,22,23,16,17,16
PASSA SETE,1,0,1,1,1,0,1,0,0,0,0,0
PASSO DO SOBRADO,4,1,2,2,3,1,2,0,0,1,1,2
PASSO FUNDO,98,87,83,74,66,66,78,58,73,62,67,101
PAULO BENTO,0,0,0,0,0,0,0,0,0,0,0,0
PAVERAMA,2,1,1,3,0,3,0,1,1,3,2,2
PEDRAS ALTAS,0,0,0,0,0,0,0,0,0,0,1,1
PEDRO OSORIO,4,1,1,1,2,8,2,4,5,2,1,3
PEJUCARA,1,0,1,0,4,1,4,0,2,1,0,0
PELOTAS,87,99,90,92,80,89,70,104,58,92,77,81
PICADA CAFE,2,0,1,0,1,0,2,1,1,0,0,1
PINHAL,1,0,0,2,0,1,1,1,0,0,1,1
PINHAL DA SERRA,1,0,0,0,2,0,2,1,0,1,0,1
PINHAL GRANDE,0,0,0,1,0,0,1,0,2,0,0,2
PINHEIRINHO DO VALE,3,2,0,0,0,3,1,2,4,1,2,0
PINHEIRO MACHADO,4,2,4,8,0,2,6,5,0,0,3,1
PINTO BANDEIRA,0,0,0,0,1,0,0,0,0,0,0,0
PIRAPO,0,0,0,0,0,1,0,1,0,0,1,1
PIRATINI,6,4,1,2,9,3,7,5,8,5,0,4
PLANALTO,3,4,5,3,4,2,5,4,3,1,1,4
POCO DAS ANTAS,2,1,0,0,0,0,0,0,0,0,0,0
PONTAO,1,2,0,0,0,0,0,0,2,1,1,2
PONTE PRETA,0,1,1,0,0,0,0,0,1,0,0,1
PORTAO,11,9,15,3,9,10,5,4,9,6,7,9
PORTO ALEGRE,296,278,313,261,261,257,278,267,251,262,289,281
PORTO LUCENA,2,0,1,0,0,0,0,0,3,3,2,2
PORTO MAUA,1,0,3,1,1,1,3,3,1,0,2,1
PORTO VERA CRUZ,2,2,0,1,0,0,0,1,1,1,0,0
PORTO XAVIER,5,0,7,0,0,3,2,4,1,5,4,3
POUSO NOVO,0,0,0,0,0,0,1,0,1,0,0,0
PRESIDENTE LUCENA,0,1,1,0,0,1,0,0,0,0,0,1
PROGRESSO,5,1,0,2,0,0,3,1,2,2,0,0
PROTASIO ALVES,0,0,0,0,0,0,0,0,0,0,1,0
PUTINGA,1,1,0,1,1,0,1,2,0,0,0,1
QUARAI,5,13,8,3,8,6,3,2,5,9,2,9
QUATRO IRMAOS,0,0,0,0,0,3,1,1,0,0,1,2
QUEVEDOS,0,1,1,1,0,1,0,0,0,0,0,0
QUINZE DE NOVEMBRO,0,1,1,0,1,0,0,0,0,0,0,0
REDENTORA,5,2,1,1,4,2,3,3,1,3,0,4
RELVADO,0,0,0,0,2,1,0,0,1,0,0,0
RESTINGA SECA,3,8,2,4,4,2,1,1,2,2,3,3
RIO DOS INDIOS,2,0,0,0,0,0,0,0,1,0,0,2
RIO GRANDE,57,43,56,32,33,37,39,39,38,36,28,47
RIO PARDO,13,15,18,6,14,8,12,7,9,8,7,12
RIOZINHO,0,1,1,0,0,0,3,2,1,2,0,2
ROCA SALES,5,2,5,7,4,2,8,3,6,4,5,1
RODEIO BONITO,9,1,4,2,0,4,0,5,2,2,1,1
ROLADOR,0,0,0,0,0,0,0,0,0,0,0,0
ROLANTE,6,4,5,7,5,3,1,2,3,1,7,2
RONDA ALTA,1,2,1,2,3,1,6,0,2,1,2,2
RONDINHA,2,0,0,0,0,0,1,1,0,2,0,0
ROQUE GONZALES,1,0,0,1,2,1,2,1,2,1,0,0
ROSARIO DO SUL,17,10,16,17,13,8,3,6,2,10,14,9
SAGRADA FAMILIA,3,0,0,0,0,0,0,0,0,0,0,0
SALDANHA MARINHO,1,0,0,0,0,1,0,0,0,2,0,0
SALTO DO JACUI,9,9,8,5,6,3,1,6,7,1,9,7
SALVADOR DAS MISSOES,0,0,1,0,0,1,0,0,0,0,0,0
SALVADOR DO SUL,3,1,1,1,0,0,3,0,1,1,1,1
SANANDUVA,5,0,0,6,3,4,2,2,4,2,0,5
SANTA BARBARA DO SUL,3,1,3,3,2,1,2,0,1,3,0,0
SANTA CECILIA DO SUL,1,0,0,0,0,0,0,0,1,0,0,1
SANTA CLARA DO SUL,3,0,2,0,2,1,1,1,1,0,0,1
SANTA CRUZ DO SUL,35,43,53,37,22,31,32,36,29,31,36,35
SANTA MARGARIDA DO SUL,1,3,0,0,1,2,0,1,0,0,0,0
SANTA MARIA,103,82,87,71,90,87,69,76,69,89,92,100
SANTA MARIA DO HERVAL,1,1,1,1,1,1,0,1,0,2,0,1
SANTA ROSA,26,20,32,15,32,27,22,25,22,28,20,32
SANTA TEREZA,0,0,0,0,0,0,0,0,0,0,0,0
SANTA VITORIA DO PALMAR,7,12,7,7,19,8,13,7,8,13,11,17
SANTANA DA BOA VISTA,2,5,3,2,0,1,1,2,2,5,2,1
SANTANA DO LIVRAMENTO,18,12,16,15,6,12,15,24,12,12,17,20
SANTIAGO,28,17,17,15,17,5,17,13,9,9,7,4
SANTO ANGELO,28,29,27,18,21,25,36,34,24,24,34,27
SANTO ANTONIO DA PATRULHA,10,13,16,8,5,5,8,11,11,11,5,9
SANTO ANTONIO DAS MISSOES,3,3,1,6,4,2,2,2,3,2,1,3
SANTO ANTONIO DO PALMA,0,0,1,1,0,0,0,0,0,0,0,1
SANTO ANTONIO DO PLANALTO,0,1,0,0,0,2,0,0,0,0,0,0
SANTO AUGUSTO,4,7,4,4,5,0,4,2,4,4,6,6
SANTO CRISTO,5,4,5,6,1,0,2,3,4,7,0,3
SANTO EXPEDITO DO SUL,0,0,0,2,1,0,0,0,0,0,0,0
SAO BORJA,19,17,11,15,8,15,13,10,10,10,14,17
SAO DOMINGOS DO SUL,0,0,0,0,1,1,0,0,0,0,0,2
SAO FRANCISCO DE ASSIS,5,4,6,3,4,5,4,4,2,0,3,4
SAO FRANCISCO DE PAULA,5,3,6,2,6,3,7,3,3,1,5,5
SAO GABRIEL,20,13,17,13,16,10,24,13,21,26,19,12
SAO JERONIMO,7,2,4,3,3,8,0,5,2,4,3,3
SAO JOAO DA URTIGA,0,0,0,1,1,1,0,0,0,0,0,0
SAO JOAO DO POLESINE,1,1,0,0,2,0,1,0,0,3,0,0
SAO JORGE,0,0,0,0,0,2,0,1,0,0,1,0
SAO JOSE DAS MISSOES,1,0,0,2,2,1,3,1,0,0,0,1
SAO JOSE DO HERVAL,0,2,0,3,0,0,0,0,0,1,0,2
SAO JOSE DO HORTENCIO,0,1,2,1,0,0,0,1,1,0,1,1
SAO JOSE DO INHACORA,0,0,0,0,0,2,0,1,0,0,0,0
SAO JOSE DO NORTE,4,4,6,1,9,5,1,2,2,4,4,5
SAO JOSE DO OURO,0,3,2,0,2,4,1,2,2,1,0,0
SAO JOSE DO SUL,0,0,0,0,0,0,0,0,0,2,0,0
SAO JOSE DOS AUSENTES,0,0,0,3,2,0,0,0,0,0,1,1
SAO LEOPOLDO,42,46,66,67,48,36,53,36,38,26,51,54
SAO LOURENCO DO SUL,15,22,10,7,10,5,6,5,3,4,4,12
SAO LUIZ GONZAGA,15,14,18,11,10,7,12,10,14,20,17,8
SAO MARCOS,3,4,6,9,5,3,6,3,1,5,6,8
SAO MARTINHO,2,1,4,0,3,1,3,2,0,2,0,0
SAO MARTINHO DA SERRA,0,1,3,1,0,1,0,2,2,1,1,0
